std_account_name_for_lookup,cases,order_date,sku
SAMPLE REP MARCO NAZARIO,1.0,2024-08-29,DEFAULT_SKU
SGWS-HOUSE SAMPLE J01(MISC) ON,1.0,2024-08-29,DEFAULT_SKU
JACKSON  RHONDA,1.0,2024-08-29,DEFAULT_SKU
EMPLOYEE PURCHASES,1.0,2024-08-29,DEFAULT_SKU
ASNES  MATT,1.0,2024-08-29,DEFAULT_SKU
WATSON  SARAH,1.0,2024-08-29,DEFAULT_SKU
RAITT  CARLA,1.0,2024-08-29,DEFAULT_SKU
TEAM #032 MAGLIOCCO,1.0,2024-08-29,DEFAULT_SKU
TEAM #247 TRZEBIATOWSKI,1.0,2024-08-29,DEFAULT_SKU
TEAM #063 ORVIS,1.0,2024-08-29,DEFAULT_SKU
TEAM #055 LAURO,1.0,2024-08-29,DEFAULT_SKU
DENNIS CHINN SAMPLES,1.0,2024-08-29,DEFAULT_SKU
SAMPLE REP ALLISON CULLEY,1.0,2024-08-29,DEFAULT_SKU
ZOZAYA  NICK,1.0,2024-08-29,DEFAULT_SKU
LEE MELISSA,1.0,2024-08-29,DEFAULT_SKU
BROOM  CARSON,1.0,2024-08-29,DEFAULT_SKU
ZERO BOND,1.0,2024-08-29,DEFAULT_SKU
CAESARS PALACE - POST BK,1.0,2024-08-29,DEFAULT_SKU
SUMMIT CLUB,1.0,2024-08-29,DEFAULT_SKU
CARIBOU CLUB LTD,3.0,2024-08-29,DEFAULT_SKU
RIVER CLUB OF NEW YORK INC,2.0,2024-08-29,DEFAULT_SKU
SPHERE LAS VEGAS LLC,2.0,2024-08-29,DEFAULT_SKU
SILO RIDGE CLUB BEVERAGE CORP,1.0,2024-08-29,DEFAULT_SKU
MIDNIGHT THEATRE/ HIDDEN L,1.0,2024-08-29,DEFAULT_SKU
Craft & Art,6.0,2024-08-29,DEFAULT_SKU
9435 UNCLASSIFIED ACCOUNT,1.0,2024-08-29,DEFAULT_SKU
9783 UNCLASSIFIED ACCOUNT,1.0,2024-08-29,DEFAULT_SKU
ROXYS SPIRITS,1.0,2024-08-29,DEFAULT_SKU
ARAMARK,2.0,2024-08-29,DEFAULT_SKU
Total,340.0,2024-09-28,DEFAULT_SKU
KYU,2.0,2024-09-28,DEFAULT_SKU
KYU,7.0,2024-09-28,DEFAULT_SKU
POOL & GRILL,3.0,2024-09-28,DEFAULT_SKU
TAO UPTOWN,1.0,2024-09-28,DEFAULT_SKU
MIA MARKET,5.0,2024-09-28,DEFAULT_SKU
Wagyu House,2.0,2024-09-28,DEFAULT_SKU
SOBE-MAKOTO OKUWA DINNER,2.0,2024-09-28,DEFAULT_SKU
EHP SISI RESTAURANT LLC(HOTEL),1.0,2024-09-28,DEFAULT_SKU
UCHI WEST HOLLYWOOD,2.0,2024-09-28,DEFAULT_SKU
Cocktail Bar & Speakeasy,2.0,2024-09-28,DEFAULT_SKU
EATALY,3.0,2024-09-28,DEFAULT_SKU
ALLEYCAT,3.0,2024-09-28,DEFAULT_SKU
LOVELY DAY,2.0,2024-09-28,DEFAULT_SKU
Pasha Restaurant,2.0,2024-09-28,DEFAULT_SKU
MOBY S,2.0,2024-09-28,DEFAULT_SKU
Pinky Promise Champagne Bar,1.0,2024-09-28,DEFAULT_SKU
CRAIG S RESTAURANT,2.0,2024-09-28,DEFAULT_SKU
CHINA GARDEN,1.0,2024-09-28,DEFAULT_SKU
LE COLONIAL,2.0,2024-09-28,DEFAULT_SKU
NIKU X LOS ANGELES,2.0,2024-09-28,DEFAULT_SKU
HULLABALOO,1.0,2024-09-28,DEFAULT_SKU
Daisy Discount Liquor,1.0,2024-09-28,DEFAULT_SKU
YUJO,1.0,2024-09-28,DEFAULT_SKU
Sensu Sushi Resturaunt and Bar,1.0,2024-09-28,DEFAULT_SKU
JOONAS & BEAR DEN ASPEN,1.0,2024-09-28,DEFAULT_SKU
Fumi,1.0,2024-09-28,DEFAULT_SKU
Bon Ton,1.0,2024-09-28,DEFAULT_SKU
NAMINOHANA,1.0,2024-09-28,DEFAULT_SKU
OWA,1.0,2024-09-28,DEFAULT_SKU
DEBONAIR SUPPER CLUB,1.0,2024-09-28,DEFAULT_SKU
HARRIS RESTAURANT,1.0,2024-09-28,DEFAULT_SKU
TOSCANA MARE,1.0,2024-09-28,DEFAULT_SKU
MATHESON  THE,1.0,2024-09-28,DEFAULT_SKU
GOLDEN TIKI,4.0,2024-09-28,DEFAULT_SKU
DRIFTWOOD DOWNTOWN,15.0,2024-09-28,DEFAULT_SKU
MAISON MURA,2.0,2024-09-28,DEFAULT_SKU
OYSTER HOUSE,2.0,2024-09-28,DEFAULT_SKU
FOLKLORE,1.0,2024-09-28,DEFAULT_SKU
REGIIS OVA,2.0,2024-09-28,DEFAULT_SKU
LITTLE HOKKAIDO,1.0,2024-09-28,DEFAULT_SKU
NICKEL CITY,1.0,2024-09-28,DEFAULT_SKU
PICCALILLI,1.0,2024-09-28,DEFAULT_SKU
MURRAYS TAVERN B,1.0,2024-09-28,DEFAULT_SKU
1936 WINE & SPIRITS,2.0,2024-09-28,DEFAULT_SKU
GARY S LIQUORS KGB,2.0,2024-09-28,DEFAULT_SKU
BURGUNDY & WHITE WINE &LIQUOR,3.0,2024-09-28,DEFAULT_SKU
MORTON WILLIAMS WINE & SPIRITS,4.0,2024-09-28,DEFAULT_SKU
K & L (OFF),6.0,2024-09-28,DEFAULT_SKU
GRAND CRU WINE & SPIRITS,3.0,2024-09-28,DEFAULT_SKU
K & L WINE TASTING,5.0,2024-09-28,DEFAULT_SKU
MANHATTAN VALLEY W & L CORP,3.0,2024-09-28,DEFAULT_SKU
Bullock s Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
HAMPTONS PALM BEACH,1.0,2024-09-28,DEFAULT_SKU
GROVE LIQUORS,3.0,2024-09-28,DEFAULT_SKU
AMBASSADOR WINES & SPIRITS,2.0,2024-09-28,DEFAULT_SKU
TNT Package Store,1.0,2024-09-28,DEFAULT_SKU
LIQUOR LIBRARY@LAS TERMINAL 1,2.0,2024-09-28,DEFAULT_SKU
K & L WINE MERCHANT,5.0,2024-09-28,DEFAULT_SKU
LIQUOR & WINE WAREHOUSE,2.0,2024-09-28,DEFAULT_SKU
WINE GEMS,2.0,2024-09-28,DEFAULT_SKU
BARREL TO BOTTLES WINE&SPIRITS,2.0,2024-09-28,DEFAULT_SKU
FLAGAMI LIQUORS LLC,3.0,2024-09-28,DEFAULT_SKU
111 LEX LIQUORS INC,2.0,2024-09-28,DEFAULT_SKU
Turtle Creek Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
Ridgewalk Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
FOUR DOGS FINE WINE & SPIRITS,1.0,2024-09-28,DEFAULT_SKU
Liberty World Beverage,1.0,2024-09-28,DEFAULT_SKU
The Beverage Superstore of Grayson,1.0,2024-09-28,DEFAULT_SKU
BOTTLE BARN,1.0,2024-09-28,DEFAULT_SKU
The Grove Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
Capitol City Package Store,1.0,2024-09-28,DEFAULT_SKU
Affordable Spirits Atlanta,1.0,2024-09-28,DEFAULT_SKU
Kenny 18 Bottle Shop,2.0,2024-09-28,DEFAULT_SKU
Duncan Corners Bottle Shoppe,1.0,2024-09-28,DEFAULT_SKU
Dacula Cork And Bottle,1.0,2024-09-28,DEFAULT_SKU
Village Spirits,2.0,2024-09-28,DEFAULT_SKU
AAIRA LIQUORS A,2.0,2024-09-28,DEFAULT_SKU
Beyond Water Wine & Spirits,2.0,2024-09-28,DEFAULT_SKU
SENDSIPS,1.0,2024-09-28,DEFAULT_SKU
365 Superstore,2.0,2024-09-28,DEFAULT_SKU
Hometown Spirits  (SKS),2.0,2024-09-28,DEFAULT_SKU
Green s Northeast,1.0,2024-09-28,DEFAULT_SKU
SENNETT STILL AND BARREL,2.0,2024-09-28,DEFAULT_SKU
WINE HUT CORP  THE,2.0,2024-09-28,DEFAULT_SKU
Lakeside Package,2.0,2024-09-28,DEFAULT_SKU
Jax Beverage Superstore Conyers,1.0,2024-09-28,DEFAULT_SKU
AB Liquor Store,2.0,2024-09-28,DEFAULT_SKU
Peach State Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Lilburn Package Store  **CLOSED**,1.0,2024-09-28,DEFAULT_SKU
Hops  Grains & Vine (GHOMST),2.0,2024-09-28,DEFAULT_SKU
Beverage Vault,2.0,2024-09-28,DEFAULT_SKU
Savi - Emory,1.0,2024-09-28,DEFAULT_SKU
Bottoms Up Beverages,1.0,2024-09-28,DEFAULT_SKU
Beverage Haven,1.0,2024-09-28,DEFAULT_SKU
Sweetwater Package **CLOSED**,1.0,2024-09-28,DEFAULT_SKU
Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
LIQUOR LIBRARY,1.0,2024-09-28,DEFAULT_SKU
Nitro 2 Go Beverages,1.0,2024-09-28,DEFAULT_SKU
FISHERS LIQUOR BARN,1.0,2024-09-28,DEFAULT_SKU
Max s Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Bankhead Beverage,1.0,2024-09-28,DEFAULT_SKU
Stateline Liquor,1.0,2024-09-28,DEFAULT_SKU
Whitlock Package Store,1.0,2024-09-28,DEFAULT_SKU
Toco Giant Package,1.0,2024-09-28,DEFAULT_SKU
CHOICE LIQUORS,1.0,2024-09-28,DEFAULT_SKU
World Beverage (Cumming),1.0,2024-09-28,DEFAULT_SKU
Royal Package,1.0,2024-09-28,DEFAULT_SKU
TOP SHELF WINE & SPIRITS,1.0,2024-09-28,DEFAULT_SKU
NORTH GEORGIA LIQUOR INC,1.0,2024-09-28,DEFAULT_SKU
Jax Superstore,1.0,2024-09-28,DEFAULT_SKU
LITTLE DAISY LIQUOR,1.0,2024-09-28,DEFAULT_SKU
Valkyria Group LLC,1.0,2024-09-28,DEFAULT_SKU
Brandon s Package Store,1.0,2024-09-28,DEFAULT_SKU
Sigman Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Riverwood Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
Hwy 5 Beverage Center,1.0,2024-09-28,DEFAULT_SKU
THE LIQUOR STORE,1.0,2024-09-28,DEFAULT_SKU
SUMMERLAND WINES & SPIRITS,1.0,2024-09-28,DEFAULT_SKU
SPRINGS LIQUOR OUTLET,1.0,2024-09-28,DEFAULT_SKU
Loganville Package Store,1.0,2024-09-28,DEFAULT_SKU
RESERVE WINE & SPIRIT,1.0,2024-09-28,DEFAULT_SKU
POTTER LIQUOR,1.0,2024-09-28,DEFAULT_SKU
Everest Spirits & Wine Warehouse,1.0,2024-09-28,DEFAULT_SKU
Wine & Spirits at Windsor,1.0,2024-09-28,DEFAULT_SKU
Charlie s 2 Beer Wine Spirits,1.0,2024-09-28,DEFAULT_SKU
Hills Package Store,1.0,2024-09-28,DEFAULT_SKU
Beverage City 2,1.0,2024-09-28,DEFAULT_SKU
Cork And Keg,1.0,2024-09-28,DEFAULT_SKU
The Winery 2,1.0,2024-09-28,DEFAULT_SKU
Sol s Liquor,1.0,2024-09-28,DEFAULT_SKU
Mountain Package Store,1.0,2024-09-28,DEFAULT_SKU
Rock Hard Spirits,1.0,2024-09-28,DEFAULT_SKU
Ajax Liquor,1.0,2024-09-28,DEFAULT_SKU
Js Beverage Depot,1.0,2024-09-28,DEFAULT_SKU
Z&Z Package Store,1.0,2024-09-28,DEFAULT_SKU
The Beverage Shoppe,1.0,2024-09-28,DEFAULT_SKU
Mableton Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Peachtree Liquor: Duluth,1.0,2024-09-28,DEFAULT_SKU
Local Vine/Cobb Liquor Store,1.0,2024-09-28,DEFAULT_SKU
SHARON CROSSING BEVERAGE,1.0,2024-09-28,DEFAULT_SKU
Johnny s Liquor Store,1.0,2024-09-28,DEFAULT_SKU
Captain s Liquor and Wine,1.0,2024-09-28,DEFAULT_SKU
Duluth Beverage Locker,1.0,2024-09-28,DEFAULT_SKU
Skyview Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
TWIN LIQUORS LP AIRPORT 980,1.0,2024-09-28,DEFAULT_SKU
Jeffrey s Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Metro Bottle,1.0,2024-09-28,DEFAULT_SKU
Tara Package,1.0,2024-09-28,DEFAULT_SKU
Liquor Loft,1.0,2024-09-28,DEFAULT_SKU
BERGEN PARK LIQUORS,1.0,2024-09-28,DEFAULT_SKU
Arbor Place Beverage,1.0,2024-09-28,DEFAULT_SKU
Mike s Package Store,1.0,2024-09-28,DEFAULT_SKU
2B Package,1.0,2024-09-28,DEFAULT_SKU
The Cellar Wine & Spirits,1.0,2024-09-28,DEFAULT_SKU
Coal Mountain Package Store,1.0,2024-09-28,DEFAULT_SKU
Cave Springs Package,1.0,2024-09-28,DEFAULT_SKU
Local Vine Johns Creek,1.0,2024-09-28,DEFAULT_SKU
PATRIOTS LIQUOR,1.0,2024-09-28,DEFAULT_SKU
East West Package,1.0,2024-09-28,DEFAULT_SKU
Legacy Beverage Center,1.0,2024-09-28,DEFAULT_SKU
Seven Seas Bottle Shop,1.0,2024-09-28,DEFAULT_SKU
Chapel Hill Package,1.0,2024-09-28,DEFAULT_SKU
VOLUME RATE LIQUORS,1.0,2024-09-28,DEFAULT_SKU
Brownsville Package  **CLOSED**,1.0,2024-09-28,DEFAULT_SKU
Mink s Package Store,1.0,2024-09-28,DEFAULT_SKU
Top Shot Package Store,1.0,2024-09-28,DEFAULT_SKU
FONTAINEBLEAU LAS VEGAS,9.0,2024-09-28,DEFAULT_SKU
1 HOTEL SOUTH BEACH,4.0,2024-09-28,DEFAULT_SKU
MOXY LES,1.0,2024-09-28,DEFAULT_SKU
HOTEL KABUKI,2.0,2024-09-28,DEFAULT_SKU
JW MARRIOTT ESSEX HOUSE NY,1.0,2024-09-28,DEFAULT_SKU
SEBASTIAN-VAIL,3.0,2024-09-28,DEFAULT_SKU
FOUR SEASONS RESORT  LAS VEGAS,1.0,2024-09-28,DEFAULT_SKU
CRAFT & ART WINES & SP/PAR-SAM,5.0,2024-09-28,DEFAULT_SKU
SGWS-HOUSE SAMPLE M02(SUPP) ON,1.0,2024-09-28,DEFAULT_SKU
CRAFT & ART WINES & SPIRITS/PA,15.0,2024-09-28,DEFAULT_SKU
NYCWFF-ASIAN BITES-FRIDAY,2.0,2024-09-28,DEFAULT_SKU
CRAFT & ART WINE/SAMPLES,4.0,2024-09-28,DEFAULT_SKU
NYCWFF-OYSTER BASH SUN.,-2.0,2024-09-28,DEFAULT_SKU
NYCWFF-KYU DINNER-SUNDAY.,-1.0,2024-09-28,DEFAULT_SKU
PALAZZO DEL SOL,4.0,2024-09-28,DEFAULT_SKU
NYCWFF-SOCIAL HOUR SAT.,-4.0,2024-09-28,DEFAULT_SKU
NYCWFF-ALEX G DINNER-FRIDAY,-1.0,2024-09-28,DEFAULT_SKU
ZZ S SUSHI BAR,2.0,2024-09-28,DEFAULT_SKU
SUMMIT CLUB,4.0,2024-09-28,DEFAULT_SKU
LADERA GOLF CLUB,3.0,2024-09-28,DEFAULT_SKU
CIRCA RESORT & CASINO,2.0,2024-09-28,DEFAULT_SKU
BALLERINA,1.0,2024-09-28,DEFAULT_SKU
DRIFTWOOD FOOD & BEVERAGE LLC A,1.0,2024-09-28,DEFAULT_SKU
SILO RIDGE CLUB BEVERAGE CORP,1.0,2024-09-28,DEFAULT_SKU
JONATHAN S LANDING GOLF,1.0,2024-09-28,DEFAULT_SKU
9435 UNCLASSIFIED ACCOUNT,2.0,2024-09-28,DEFAULT_SKU
2246 UNCLASSIFIED ACCOUNT,4.0,2024-09-28,DEFAULT_SKU
9783 UNCLASSIFIED ACCOUNT,-1.0,2024-09-28,DEFAULT_SKU
Buford Hwy Farmers Market,2.0,2024-09-28,DEFAULT_SKU
ARAMARK,8.0,2024-09-28,DEFAULT_SKU
HARD ROCK STADIUM,10.0,2024-09-28,DEFAULT_SKU
BELMONT SPORTSERVICE INC,3.0,2024-09-28,DEFAULT_SKU
ONTEORA MOUNTAIN HOUSE,1.0,2024-09-28,DEFAULT_SKU
H Mart Doraville Inc,1.0,2024-09-28,DEFAULT_SKU
Shell Food Mart,1.0,2024-09-28,DEFAULT_SKU
Shell Station,1.0,2024-09-28,DEFAULT_SKU
Nifty Neighbor,1.0,2024-09-28,DEFAULT_SKU
Roswell Mini Mart,1.0,2024-09-28,DEFAULT_SKU
Total,386.0,2024-10-28,DEFAULT_SKU
KYU,3.0,2024-10-28,DEFAULT_SKU
KYU,2.0,2024-10-28,DEFAULT_SKU
LOBSTER CLUB  THE,1.0,2024-10-28,DEFAULT_SKU
POOL & GRILL,3.0,2024-10-28,DEFAULT_SKU
TAO UPTOWN,7.0,2024-10-28,DEFAULT_SKU
Wagyu House,6.0,2024-10-28,DEFAULT_SKU
SUSHI SAKE,2.0,2024-10-28,DEFAULT_SKU
SOBE-MAKOTO OKUWA DINNER,2.0,2024-10-28,DEFAULT_SKU
ZUMA NEW YORK,1.0,2024-10-28,DEFAULT_SKU
MISSION CEVICHE,1.0,2024-10-28,DEFAULT_SKU
EHP SISI RESTAURANT LLC(HOTEL),1.0,2024-10-28,DEFAULT_SKU
UCHI WEST HOLLYWOOD,2.0,2024-10-28,DEFAULT_SKU
Cocktail Bar & Speakeasy,2.0,2024-10-28,DEFAULT_SKU
EATALY,1.0,2024-10-28,DEFAULT_SKU
SOBE-RAW BAR MASTER CLASS,1.0,2024-10-28,DEFAULT_SKU
SPOTOS OYSTER BAR,2.0,2024-10-28,DEFAULT_SKU
SHANG ARTISAN NOODLE,1.0,2024-10-28,DEFAULT_SKU
Pinky Promise Champagne Bar,1.0,2024-10-28,DEFAULT_SKU
Memphis Smokehouse (Sea Salt),1.0,2024-10-28,DEFAULT_SKU
CRAIG S RESTAURANT,2.0,2024-10-28,DEFAULT_SKU
SHANG ARTISAN NOODLE,2.0,2024-10-28,DEFAULT_SKU
CHINA GARDEN,1.0,2024-10-28,DEFAULT_SKU
GUGU ROOM NYC,2.0,2024-10-28,DEFAULT_SKU
TSURI SUSHI,1.0,2024-10-28,DEFAULT_SKU
PRESS,1.0,2024-10-28,DEFAULT_SKU
HULLABALOO,1.0,2024-10-28,DEFAULT_SKU
LAFAYETTE & MARION,1.0,2024-10-28,DEFAULT_SKU
Calvert s,1.0,2024-10-28,DEFAULT_SKU
MONTECITO CLARK S,1.0,2024-10-28,DEFAULT_SKU
Harry & Sons,1.0,2024-10-28,DEFAULT_SKU
LITTLE DOMS,2.0,2024-10-28,DEFAULT_SKU
NAM Kitchen,1.0,2024-10-28,DEFAULT_SKU
Kizuna,1.0,2024-10-28,DEFAULT_SKU
NAMINOHANA,1.0,2024-10-28,DEFAULT_SKU
IZAKAYA CABIN,1.0,2024-10-28,DEFAULT_SKU
PEARL,1.0,2024-10-28,DEFAULT_SKU
YUZU JAPANESE RESTAUARANT AND BAR,1.0,2024-10-28,DEFAULT_SKU
Katana Sushi Hibachi,1.0,2024-10-28,DEFAULT_SKU
Ted s Montana Grill,1.0,2024-10-28,DEFAULT_SKU
MATHESON  THE,1.0,2024-10-28,DEFAULT_SKU
MOTHERTONGUE/MINA,1.0,2024-10-28,DEFAULT_SKU
CHEESECAKE FACTORY-RM,1.0,2024-10-28,DEFAULT_SKU
GOLDEN TIKI,4.0,2024-10-28,DEFAULT_SKU
MAISON MURA,1.0,2024-10-28,DEFAULT_SKU
APOTHEKE,2.0,2024-10-28,DEFAULT_SKU
OYSTER HOUSE,2.0,2024-10-28,DEFAULT_SKU
LAST RITES,3.0,2024-10-28,DEFAULT_SKU
LA COMPAGNIE WINE BAR/EXPERIME,4.0,2024-10-28,DEFAULT_SKU
1936 WINE & SPIRITS,8.0,2024-10-28,DEFAULT_SKU
REMEDY LIQUOR,3.0,2024-10-28,DEFAULT_SKU
BURGUNDY & WHITE WINE &LIQUOR,2.0,2024-10-28,DEFAULT_SKU
REMEDY LIQUOR,1.0,2024-10-28,DEFAULT_SKU
MARTIN BROTHERS WINE & SPIRITS,2.0,2024-10-28,DEFAULT_SKU
FANCY FREE LIQUOR,3.0,2024-10-28,DEFAULT_SKU
K & L WINE TASTING,2.0,2024-10-28,DEFAULT_SKU
VINTAGE LIQUORS III,1.0,2024-10-28,DEFAULT_SKU
VAN WYCK LIQUORS,4.0,2024-10-28,DEFAULT_SKU
Bullock s Wine & Spirits,2.0,2024-10-28,DEFAULT_SKU
SOPRIS LIQUOR AND WINE,1.0,2024-10-28,DEFAULT_SKU
HAMPTONS PALM BEACH,2.0,2024-10-28,DEFAULT_SKU
GROVE LIQUORS,1.0,2024-10-28,DEFAULT_SKU
BROADWAY SPIRITS INC,2.0,2024-10-28,DEFAULT_SKU
SPRING STREET WINE SHOP,2.0,2024-10-28,DEFAULT_SKU
MY WINE & SPIRITS,3.0,2024-10-28,DEFAULT_SKU
URBAN WINE & SPIRITS,3.0,2024-10-28,DEFAULT_SKU
LIQUOR LIBRARY@LAS TERMINAL 1,1.0,2024-10-28,DEFAULT_SKU
G & I WINE & SPIRITS INC.,2.0,2024-10-28,DEFAULT_SKU
2704 S&A WINES & SPIRITS CORP,1.0,2024-10-28,DEFAULT_SKU
PORTOFINO WINE BANK,3.0,2024-10-28,DEFAULT_SKU
GULF LIQUOR ON ALTON RD,3.0,2024-10-28,DEFAULT_SKU
GREENPOINT WINE & LIQUORS,3.0,2024-10-28,DEFAULT_SKU
Turtle Creek Wine & Spirits,1.0,2024-10-28,DEFAULT_SKU
VINTAGE LIQ & WINE BAR II,1.0,2024-10-28,DEFAULT_SKU
Max Beverage,2.0,2024-10-28,DEFAULT_SKU
AZUL SPIRITS & WINE (ON),1.0,2024-10-28,DEFAULT_SKU
The Beverage Superstore of Grayson,1.0,2024-10-28,DEFAULT_SKU
NEW YORK WINE EXCHANGE,2.0,2024-10-28,DEFAULT_SKU
NETCOST LIQUORS,2.0,2024-10-28,DEFAULT_SKU
Dunwoody Beverage,2.0,2024-10-28,DEFAULT_SKU
55TH STREET LIQUORS,2.0,2024-10-28,DEFAULT_SKU
TODAY S LIQUOR,1.0,2024-10-28,DEFAULT_SKU
PRINCE STREET WINE & LIQUOR,1.0,2024-10-28,DEFAULT_SKU
ROYAL LIQUORS,1.0,2024-10-28,DEFAULT_SKU
STONY BROOK WINE & LIQUOR INC,2.0,2024-10-28,DEFAULT_SKU
SEAHOLM WINES & LIQUORS,1.0,2024-10-28,DEFAULT_SKU
ARGONAUT WINE & LIQUOR STORE I,1.0,2024-10-28,DEFAULT_SKU
Lilburn Package Store  **CLOSED**,1.0,2024-10-28,DEFAULT_SKU
Riverstone Beverage,1.0,2024-10-28,DEFAULT_SKU
Eddi s Package Store,1.0,2024-10-28,DEFAULT_SKU
Wine & Spirits,1.0,2024-10-28,DEFAULT_SKU
TOP SHELF W/S MJRA,1.0,2024-10-28,DEFAULT_SKU
MASHBILL WINE AND SPIRITS,1.0,2024-10-28,DEFAULT_SKU
J & J SPIRIT SHOP,1.0,2024-10-28,DEFAULT_SKU
MONDO VINO,1.0,2024-10-28,DEFAULT_SKU
RIVERWALK WINE & SPIRITS,1.0,2024-10-28,DEFAULT_SKU
SIX CORNERS,1.0,2024-10-28,DEFAULT_SKU
QUENCH LIQUORS INC,1.0,2024-10-28,DEFAULT_SKU
ROCKVILLE CENTRE WINE & SPIRIT,1.0,2024-10-28,DEFAULT_SKU
SUNNY S WINE & SPIRITS,1.0,2024-10-28,DEFAULT_SKU
RICKY LIQUOR STORE,1.0,2024-10-28,DEFAULT_SKU
BARRELS & STILLS WINES SPIRITS,1.0,2024-10-28,DEFAULT_SKU
HUDSON WINE & SPIRITS INC,1.0,2024-10-28,DEFAULT_SKU
HAMPTON BAYS WINE AND SPIRITS,1.0,2024-10-28,DEFAULT_SKU
HOVER CROSSING WINE & SPIRITS,1.0,2024-10-28,DEFAULT_SKU
172 BARGAIN LIQUORS,1.0,2024-10-28,DEFAULT_SKU
NEW GOLDEN WINE & LIQUOR,1.0,2024-10-28,DEFAULT_SKU
WINE & LIQUOR DEPOT,1.0,2024-10-28,DEFAULT_SKU
7 DAYS LIQUOR,1.0,2024-10-28,DEFAULT_SKU
The Big Chill,1.0,2024-10-28,DEFAULT_SKU
PINYON TREE LIQUORS,1.0,2024-10-28,DEFAULT_SKU
Beer & Wine Package Store,1.0,2024-10-28,DEFAULT_SKU
RENEE S LIQUOR & MARKET,1.0,2024-10-28,DEFAULT_SKU
Top Shot Package Store,-1.0,2024-10-28,DEFAULT_SKU
BREAKERS HOTEL,2.0,2024-10-28,DEFAULT_SKU
MARTINIQUE ON BROADWAY,3.0,2024-10-28,DEFAULT_SKU
EVELYN HOTEL,2.0,2024-10-28,DEFAULT_SKU
ACQUALINA RESORT & SPA ON THE,1.0,2024-10-28,DEFAULT_SKU
MOLLIE ASPEN,2.0,2024-10-28,DEFAULT_SKU
PLYMOUTH HOTEL/BLUE RIBBON,2.0,2024-10-28,DEFAULT_SKU
JW MARRIOTT ESSEX HOUSE NY,4.0,2024-10-28,DEFAULT_SKU
MAYBOURNE BEVERLY HILLS,4.0,2024-10-28,DEFAULT_SKU
WALDORF ASTORIA,1.0,2024-10-28,DEFAULT_SKU
The Candler Hotel,1.0,2024-10-28,DEFAULT_SKU
Renaissance Atl Airport Gateway,1.0,2024-10-28,DEFAULT_SKU
Reverb Hotel Atlanta,1.0,2024-10-28,DEFAULT_SKU
CRAFT & ART WINES & SP/PAR-SAM,9.0,2024-10-28,DEFAULT_SKU
SAKE ONO/PARK STREET IMP -SAMP,5.0,2024-10-28,DEFAULT_SKU
SGWS-HOUSE SAMPLE M02(SUPP) ON,4.0,2024-10-28,DEFAULT_SKU
SAKE ONO/PARK STREET IMP- SAMP,10.0,2024-10-28,DEFAULT_SKU
SGWS KEY WEST HOLIDAY TRADE SH,2.0,2024-10-28,DEFAULT_SKU
SAKE ONO/PARK STREET/SAMPLES,7.0,2024-10-28,DEFAULT_SKU
HD 200 PARK LLC,11.0,2024-10-28,DEFAULT_SKU
SAKEONE/SAMPLES,2.0,2024-10-28,DEFAULT_SKU
MISSION LIQUOR & WINES WHSE,1.0,2024-10-28,DEFAULT_SKU
TEAM #009 CHO,1.0,2024-10-28,DEFAULT_SKU
SAMPLE ADRIAN CHIOTA,1.0,2024-10-28,DEFAULT_SKU
BELLAGIO-MGM MIRAGE SSC AP#132,8.0,2024-10-28,DEFAULT_SKU
ZZ S SUSHI BAR,3.0,2024-10-28,DEFAULT_SKU
THE COSMOPOLITAN OF LV WHSE,5.0,2024-10-28,DEFAULT_SKU
CAESARS PALACE - POST BK,2.0,2024-10-28,DEFAULT_SKU
DRIFTWOOD FOOD & BEVERAGE LLC A,2.0,2024-10-28,DEFAULT_SKU
Sake Ono,1.0,2024-10-28,DEFAULT_SKU
Rose Finkelstein,1.0,2024-10-28,DEFAULT_SKU
Christopher Smith,1.0,2024-10-28,DEFAULT_SKU
JEREMY GOLDEN,1.0,2024-10-28,DEFAULT_SKU
DAVID CONNOLLY,1.0,2024-10-28,DEFAULT_SKU
MARC CABALLERO,1.0,2024-10-28,DEFAULT_SKU
Charlotte Ussery,1.0,2024-10-28,DEFAULT_SKU
Christopher Dean,1.0,2024-10-28,DEFAULT_SKU
Gabrielle Sikes,1.0,2024-10-28,DEFAULT_SKU
Nicholas Caruso,1.0,2024-10-28,DEFAULT_SKU
JIM NICHOLS,1.0,2024-10-28,DEFAULT_SKU
Megan Sharpley,1.0,2024-10-28,DEFAULT_SKU
Alexandra Wright,1.0,2024-10-28,DEFAULT_SKU
Anthony Thornton,1.0,2024-10-28,DEFAULT_SKU
Abigail Branch,1.0,2024-10-28,DEFAULT_SKU
William Godsil,1.0,2024-10-28,DEFAULT_SKU
