std_account_name_for_lookup,cases,order_date,sku
LANTANA LIQUORS,2.0,2024-12-27,DEFAULT_SKU
2704 S&A WINES & SPIRITS CORP,2.0,2024-12-27,DEFAULT_SKU
BRICKELL WINE BANK,3.0,2024-12-27,DEFAULT_SKU
LEE S LIQUOR #8 EASTERN,1.0,2024-12-27,DEFAULT_SKU
Turtle Creek Wine & Spirits,1.0,2024-12-27,DEFAULT_SKU
FOUR DOGS FINE WINE & SPIRITS,1.0,2024-12-27,DEFAULT_SKU
Max Beverage,1.0,2024-12-27,DEFAULT_SKU
Liberty World Beverage,2.0,2024-12-27,DEFAULT_SKU
The Grove Wine & Spirits,2.0,2024-12-27,DEFAULT_SKU
Capitol City Package Store,1.0,2024-12-27,DEFAULT_SKU
Affordable Spirits Atlanta,1.0,2024-12-27,DEFAULT_SKU
Barrel Town,1.0,2024-12-27,DEFAULT_SKU
Duncan Corners Bottle Shoppe,1.0,2024-12-27,DEFAULT_SKU
SPEC S 061 WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
K & L MERCHANT,2.0,2024-12-27,DEFAULT_SKU
QWIK KORNER,2.0,2024-12-27,DEFAULT_SKU
BASECAMP WINE AND SPIRITS,2.0,2024-12-27,DEFAULT_SKU
LEE S LIQUOR 118 BLUE DIAMOND,1.0,2024-12-27,DEFAULT_SKU
Dacula Cork And Bottle,2.0,2024-12-27,DEFAULT_SKU
Browns Package Store,2.0,2024-12-27,DEFAULT_SKU
SPEC S 000 WAREHOUSE WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
Om Kesari Inc,1.0,2024-12-27,DEFAULT_SKU
WILIBEE S WINE & SPIRITS,1.0,2024-12-27,DEFAULT_SKU
CENTRAL PARK LIQUOR OF STEAMBO,1.0,2024-12-27,DEFAULT_SKU
FRISCO LIQUORS,1.0,2024-12-27,DEFAULT_SKU
LEDGER S LIQUOR STORE,2.0,2024-12-27,DEFAULT_SKU
HAPPY LIQUORS,2.0,2024-12-27,DEFAULT_SKU
LIQUOR UP & WINE DOWN,2.0,2024-12-27,DEFAULT_SKU
Newnan Bottle Shop,1.0,2024-12-27,DEFAULT_SKU
QC Party Store,1.0,2024-12-27,DEFAULT_SKU
SPEC S 221 WINE MAIN,2.0,2024-12-27,DEFAULT_SKU
Drip and Drop,1.0,2024-12-27,DEFAULT_SKU
305 WINES LLC,1.0,2024-12-27,DEFAULT_SKU
Peach State Bottle Shop,1.0,2024-12-27,DEFAULT_SKU
MOUNTAIN MOON SHINE,1.0,2024-12-27,DEFAULT_SKU
Suwanee Pkg Store,1.0,2024-12-27,DEFAULT_SKU
Jax Package Store,1.0,2024-12-27,DEFAULT_SKU
M and S Liquor Store,1.0,2024-12-27,DEFAULT_SKU
B & B Package Shop,1.0,2024-12-27,DEFAULT_SKU
County Line Pkg Shop,1.0,2024-12-27,DEFAULT_SKU
Richmond Hill Liquor(Brown Bag),1.0,2024-12-27,DEFAULT_SKU
SPEC S 071 WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
SPEC S 053 WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
BEVERLY LIQUOR,1.0,2024-12-27,DEFAULT_SKU
Nitro 2 Go Beverages,1.0,2024-12-27,DEFAULT_SKU
Westside Bottle Shop,1.0,2024-12-27,DEFAULT_SKU
SUNDANCE,1.0,2024-12-27,DEFAULT_SKU
SPEC S 150 WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
SPEC S 062 WINE MAIN,1.0,2024-12-27,DEFAULT_SKU
Island Spirit,1.0,2024-12-27,DEFAULT_SKU
A&M Beverage Company,1.0,2024-12-27,DEFAULT_SKU
BASSER S FINE WINE INC (ON),1.0,2024-12-27,DEFAULT_SKU
Golden Package,1.0,2024-12-27,DEFAULT_SKU
RHINO LIQUORS,1.0,2024-12-27,DEFAULT_SKU
ABC Package,1.0,2024-12-27,DEFAULT_SKU
Five Points Bottle Shop,1.0,2024-12-27,DEFAULT_SKU
PINEY WINE & SPIRITS,1.0,2024-12-27,DEFAULT_SKU
Rox Wine & Spirits (Cumming),1.0,2024-12-27,DEFAULT_SKU
Strongwater Liquor Warehouse,1.0,2024-12-27,DEFAULT_SKU
SWEET WATERS LIQUOR,-1.0,2024-12-27,DEFAULT_SKU
FONTAINEBLEAU LAS VEGAS,5.0,2024-12-27,DEFAULT_SKU
BREAKERS HOTEL,4.0,2024-12-27,DEFAULT_SKU
1 HOTEL SOUTH BEACH,1.0,2024-12-27,DEFAULT_SKU
EVELYN HOTEL,2.0,2024-12-27,DEFAULT_SKU
MOXY LES,1.0,2024-12-27,DEFAULT_SKU
ACQUALINA RESORT & SPA ON THE,1.0,2024-12-27,DEFAULT_SKU
ORCHARD STREET RESTAURANT MANA,2.0,2024-12-27,DEFAULT_SKU
INN AT SPANISH BAY,3.0,2024-12-27,DEFAULT_SKU
BOCA RATON  BOCA WHIP  CABANA,1.0,2024-12-27,DEFAULT_SKU
POPULUS HOTEL  AN APARIUM,2.0,2024-12-27,DEFAULT_SKU
FOUR SEASONS RESORT  LAS VEGAS,1.0,2024-12-27,DEFAULT_SKU
Four Seasons Hotel Atl,1.0,2024-12-27,DEFAULT_SKU
SAKE ONO/PARK STREET IMP -SAMP,4.0,2024-12-27,DEFAULT_SKU
SGWS-HOUSE SAMPLE M02(SUPP) ON,2.0,2024-12-27,DEFAULT_SKU
SOBE - GTV SOUTH,4.0,2024-12-27,DEFAULT_SKU
SAKE ONO/PARK STREET IMP- SAMP,4.0,2024-12-27,DEFAULT_SKU
SOBE-DANIEL BOULUD DINNER,4.0,2024-12-27,DEFAULT_SKU
SOBE-JET TILA DINNER FRI,8.0,2024-12-27,DEFAULT_SKU
SOBE-SUSHI MASTER CLASS,4.0,2024-12-27,DEFAULT_SKU
SGWS KEY WEST HOLIDAY TRADE SH,4.0,2024-12-27,DEFAULT_SKU
SOBE- A SUSHI OMAKASE COLLECTI,6.0,2024-12-27,DEFAULT_SKU
SOBE-SIP & SWIRL,5.0,2024-12-27,DEFAULT_SKU
BAKER S BAY GOLF & OCEA,4.0,2024-12-27,DEFAULT_SKU
SAKE ONO/PARK STREET/SAMPLES,5.0,2024-12-27,DEFAULT_SKU
HD 200 PARK LLC,2.0,2024-12-27,DEFAULT_SKU
SAMPLE GRAND ANNUAL TASTING,1.0,2024-12-27,DEFAULT_SKU
SAMPLE GSM,1.0,2024-12-27,DEFAULT_SKU
ENDS MEAT LLC,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-KYU DINNER-SUNDAY.,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-JET TILA DINNER THURS.,1.0,2024-12-27,DEFAULT_SKU
SGWS- SUPPLIER SAMPLES,1.0,2024-12-27,DEFAULT_SKU
PARK ST/CRAFT&ARTS TRANSFER,1.0,2024-12-27,DEFAULT_SKU
PALAZZO DEL SOL,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-SOCIAL HOUR SAT.,1.0,2024-12-27,DEFAULT_SKU
MISSION LIQUOR & WINES WHSE,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-ALEX G DINNER-FRIDAY,1.0,2024-12-27,DEFAULT_SKU
SAMPLE BRENDAN MCCREA,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-PAVLOVA CLASS SUN.,1.0,2024-12-27,DEFAULT_SKU
NYCWFF-FRIED CHICKEN SUN.,1.0,2024-12-27,DEFAULT_SKU
AVANTI F&B,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP DIANE NEWMAN,1.0,2024-12-27,DEFAULT_SKU
SAMPLE NICHOLAS SLATER,1.0,2024-12-27,DEFAULT_SKU
SGWS- TEAM SAMPLES,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP CHRISTIAN CACERES,1.0,2024-12-27,DEFAULT_SKU
SGWS DONATIONS,1.0,2024-12-27,DEFAULT_SKU
TEAM #009 CHO,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP DONALD CHOI,1.0,2024-12-27,DEFAULT_SKU
SAMPLE SYOSSET ARIEL ABRAMOV,1.0,2024-12-27,DEFAULT_SKU
WARREN SHON SAMPLE,1.0,2024-12-27,DEFAULT_SKU
TEAM #065 KILIAN,1.0,2024-12-27,DEFAULT_SKU
SGWS-HOUSE SAMPLE F01 (MISC),1.0,2024-12-27,DEFAULT_SKU
SAMPLE ADRIAN CHIOTA,1.0,2024-12-27,DEFAULT_SKU
DOUBLE SHOT HOSPITALITY,1.0,2024-12-27,DEFAULT_SKU
TEAM #061 GARCIA,1.0,2024-12-27,DEFAULT_SKU
TEAM #041 BONAMIGO,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP FRANK MISSONE,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP PATRICIA HOPE,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP EVAN RAPPAPORT,1.0,2024-12-27,DEFAULT_SKU
SAMPLE RYAN MOORE,1.0,2024-12-27,DEFAULT_SKU
RAZEE  SEAN,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP SUNG KIM,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP PAUL ENGCHUAN,1.0,2024-12-27,DEFAULT_SKU
SGWS-HOUSE SMP  O03(NEW PROD),1.0,2024-12-27,DEFAULT_SKU
SAMPLE AGUSTINA HOBBS,1.0,2024-12-27,DEFAULT_SKU
TEAM #089 HUPP ALLISON,1.0,2024-12-27,DEFAULT_SKU
TEAM #121 HUPP,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP SHASTA HAMILTON,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP KRISTIN MAURITZ,1.0,2024-12-27,DEFAULT_SKU
SAMPLE JOSH LENHARD,1.0,2024-12-27,DEFAULT_SKU
SAMPLE JESSICA MERMAGEN,1.0,2024-12-27,DEFAULT_SKU
SAMPLE ADAM MERSINCAVAGE,1.0,2024-12-27,DEFAULT_SKU
LAHUE  DEVLIN,1.0,2024-12-27,DEFAULT_SKU
TEAM #OPN,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP MICHAEL STROHL,1.0,2024-12-27,DEFAULT_SKU
TEAM #262 LAURO,1.0,2024-12-27,DEFAULT_SKU
CONROY  PATRICK,1.0,2024-12-27,DEFAULT_SKU
TEAM #003 OPEN,1.0,2024-12-27,DEFAULT_SKU
TEAM #089 AVILA  DUART,1.0,2024-12-27,DEFAULT_SKU
SAMPLE GINA BOGGIO,1.0,2024-12-27,DEFAULT_SKU
ADAM LACAGNINA SAMPLES,1.0,2024-12-27,DEFAULT_SKU
EXEC WITHDRAWAL LARRY RUVO,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP BRYAN GAMZA,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP JACKLYN MCFARLAND,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP RYAN ATKINSON,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP ANDREA COLUCCI,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP JASON SHUFFLER,1.0,2024-12-27,DEFAULT_SKU
SGWS-HOUSE SAMPLE P02(SUPP) ON,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP MARCO NAZARIO,1.0,2024-12-27,DEFAULT_SKU
SGWS-HOUSE SAMPLE J01(MISC) ON,1.0,2024-12-27,DEFAULT_SKU
JACKSON  RHONDA,1.0,2024-12-27,DEFAULT_SKU
EMPLOYEE PURCHASES,1.0,2024-12-27,DEFAULT_SKU
ASNES  MATT,1.0,2024-12-27,DEFAULT_SKU
WATSON  SARAH,1.0,2024-12-27,DEFAULT_SKU
RAITT  CARLA,1.0,2024-12-27,DEFAULT_SKU
TEAM #032 MAGLIOCCO,1.0,2024-12-27,DEFAULT_SKU
TEAM #247 TRZEBIATOWSKI,1.0,2024-12-27,DEFAULT_SKU
TEAM #063 ORVIS,1.0,2024-12-27,DEFAULT_SKU
TEAM #055 LAURO,1.0,2024-12-27,DEFAULT_SKU
DENNIS CHINN SAMPLES,1.0,2024-12-27,DEFAULT_SKU
SAMPLE REP ALLISON CULLEY,1.0,2024-12-27,DEFAULT_SKU
ZOZAYA  NICK,1.0,2024-12-27,DEFAULT_SKU
LEE MELISSA,1.0,2024-12-27,DEFAULT_SKU
BROOM  CARSON,1.0,2024-12-27,DEFAULT_SKU
BELLAGIO-MGM MIRAGE SSC AP#132,10.0,2024-12-27,DEFAULT_SKU
ZZ S SUSHI BAR,2.0,2024-12-27,DEFAULT_SKU
THE COSMOPOLITAN OF LV WHSE,3.0,2024-12-27,DEFAULT_SKU
ZERO BOND,1.0,2024-12-27,DEFAULT_SKU
GRANDMASTER RECORDERS,2.0,2024-12-27,DEFAULT_SKU
CAESARS PALACE - POST BK,1.0,2024-12-27,DEFAULT_SKU
LADERA GOLF CLUB,2.0,2024-12-27,DEFAULT_SKU
AVERY FISHER HALL,2.0,2024-12-27,DEFAULT_SKU
HARBOUR CLUB,2.0,2024-12-27,DEFAULT_SKU
BALLERINA,2.0,2024-12-27,DEFAULT_SKU
DRIFTWOOD FOOD & BEVERAGE LLC A,2.0,2024-12-27,DEFAULT_SKU
20696 UNCLASSIFIED ACCOUNT,1.0,2024-12-27,DEFAULT_SKU
ROBERT S OF WOODSIDE,2.0,2024-12-27,DEFAULT_SKU
PLUM MARKET,3.0,2024-12-27,DEFAULT_SKU
VILLAGE MARKET THRIFTWAY,1.0,2024-12-27,DEFAULT_SKU
ROBERT S OF PORTOLA VALLEY,1.0,2024-12-27,DEFAULT_SKU
WILLOW MARKET,1.0,2024-12-27,DEFAULT_SKU
JOHNNIE S SUPERSTORE,1.0,2024-12-27,DEFAULT_SKU
SUPER H MART,1.0,2024-12-27,DEFAULT_SKU
STREETS MARKET & CAFE - 14TH S,1.0,2024-12-27,DEFAULT_SKU
CARDIFF SEASIDE MARKET,1.0,2024-12-27,DEFAULT_SKU
QFC #839,1.0,2024-12-27,DEFAULT_SKU
LEEVERS LOCAVORE,1.0,2024-12-27,DEFAULT_SKU
HEB CENTRAL MARKET 552,1.0,2024-12-27,DEFAULT_SKU
HEB CENTRAL MARKET 653,1.0,2024-12-27,DEFAULT_SKU
BIG JOHN S MARKET,1.0,2024-12-27,DEFAULT_SKU
ROXYS SPIRITS,1.0,2024-12-27,DEFAULT_SKU
MITSUWA MARKETPLACE,1.0,2024-12-27,DEFAULT_SKU
MILAM S MARKET #7,1.0,2024-12-27,DEFAULT_SKU
WINDMILL FARMS,1.0,2024-12-27,DEFAULT_SKU
H MART,1.0,2024-12-27,DEFAULT_SKU
SEIWA MARKET A,1.0,2024-12-27,DEFAULT_SKU
SUMMIT STORE,1.0,2024-12-27,DEFAULT_SKU
PINK DOT,1.0,2024-12-27,DEFAULT_SKU
Tower Beer & Wine,1.0,2024-12-27,DEFAULT_SKU
Mega Mart,2.0,2024-12-27,DEFAULT_SKU
EON Petroleum Corp,1.0,2024-12-27,DEFAULT_SKU
CITY MARKET 11,1.0,2024-12-27,DEFAULT_SKU
Total,596.0,2025-01-26,DEFAULT_SKU
MADAME USHI,20.0,2025-01-26,DEFAULT_SKU
KYU,6.0,2025-01-26,DEFAULT_SKU
KYU,6.0,2025-01-26,DEFAULT_SKU
SUNSET HARBOR RESTAURANT LLC,6.0,2025-01-26,DEFAULT_SKU
LOLA 41 PALM BEACH,18.0,2025-01-26,DEFAULT_SKU
ZUMA JAPANESE RESTAURANT,6.0,2025-01-26,DEFAULT_SKU
LOBSTER CLUB  THE,5.0,2025-01-26,DEFAULT_SKU
POOL & GRILL,3.0,2025-01-26,DEFAULT_SKU
STANDARD MIAMI (THE),12.0,2025-01-26,DEFAULT_SKU
AQUA,5.0,2025-01-26,DEFAULT_SKU
TAO UPTOWN,3.0,2025-01-26,DEFAULT_SKU
MIA MARKET,5.0,2025-01-26,DEFAULT_SKU
Wagyu House,3.0,2025-01-26,DEFAULT_SKU
TAO ASIAN BISTRO@VENETIAN,5.0,2025-01-26,DEFAULT_SKU
SUSHI SAKE,5.0,2025-01-26,DEFAULT_SKU
SEXY FISH,3.0,2025-01-26,DEFAULT_SKU
PABU,5.0,2025-01-26,DEFAULT_SKU
BRAZOS RESTAURANT LLC,6.0,2025-01-26,DEFAULT_SKU
SOBE-MAKOTO OKUWA DINNER,2.0,2025-01-26,DEFAULT_SKU
JING,4.0,2025-01-26,DEFAULT_SKU
ZZ S CLUB NEW YORK,4.0,2025-01-26,DEFAULT_SKU
ZUMA NEW YORK,3.0,2025-01-26,DEFAULT_SKU
MISSION CEVICHE,3.0,2025-01-26,DEFAULT_SKU
Tomo,4.0,2025-01-26,DEFAULT_SKU
LAVO RESTAURANT,3.0,2025-01-26,DEFAULT_SKU
BUNGALOW KITCHEN,3.0,2025-01-26,DEFAULT_SKU
LOLO,2.0,2025-01-26,DEFAULT_SKU
EHP SISI RESTAURANT LLC(HOTEL),4.0,2025-01-26,DEFAULT_SKU
UCHI WEST HOLLYWOOD,2.0,2025-01-26,DEFAULT_SKU
Cocktail Bar & Speakeasy,2.0,2025-01-26,DEFAULT_SKU
KAIYO,2.0,2025-01-26,DEFAULT_SKU
ASPEN PUBLIC HOUSE,2.0,2025-01-26,DEFAULT_SKU
LOULOU,3.0,2025-01-26,DEFAULT_SKU
EATALY,2.0,2025-01-26,DEFAULT_SKU
BOKA  SUSHI NONAKA,2.0,2025-01-26,DEFAULT_SKU
SUSHI SEKI,2.0,2025-01-26,DEFAULT_SKU
WAYFARE TAVERN,2.0,2025-01-26,DEFAULT_SKU
ALLEYCAT,2.0,2025-01-26,DEFAULT_SKU
CHUBBY CATTLE,2.0,2025-01-26,DEFAULT_SKU
LOVELY DAY,2.0,2025-01-26,DEFAULT_SKU
THE RIVER OYSTER BAR,2.0,2025-01-26,DEFAULT_SKU
SOBE-RAW BAR MASTER CLASS,2.0,2025-01-26,DEFAULT_SKU
SPOTOS OYSTER BAR,1.0,2025-01-26,DEFAULT_SKU
BLUE WHALE RESTAURANT & LOUNGE,3.0,2025-01-26,DEFAULT_SKU
CATCH STEAK,2.0,2025-01-26,DEFAULT_SKU
Pasha Restaurant,1.0,2025-01-26,DEFAULT_SKU
HSU S GOURMET,1.0,2025-01-26,DEFAULT_SKU
YAMA IZAKAYA & SUSHI B,2.0,2025-01-26,DEFAULT_SKU
MOBY S,3.0,2025-01-26,DEFAULT_SKU
GREYHOUND HIGHLAND PARK,3.0,2025-01-26,DEFAULT_SKU
SHANG ARTISAN NOODLE,2.0,2025-01-26,DEFAULT_SKU
THE GINGER PIG,1.0,2025-01-26,DEFAULT_SKU
Memphis Smokehouse (Sea Salt),3.0,2025-01-26,DEFAULT_SKU
Prime Cigar,5.0,2025-01-26,DEFAULT_SKU
LAMARINA,5.0,2025-01-26,DEFAULT_SKU
CRAIG S RESTAURANT,3.0,2025-01-26,DEFAULT_SKU
SHANG ARTISAN NOODLE,3.0,2025-01-26,DEFAULT_SKU
NUDIBRANCH,2.0,2025-01-26,DEFAULT_SKU
PATISSERIE CHANSON,2.0,2025-01-26,DEFAULT_SKU
NIKU X LOS ANGELES,2.0,2025-01-26,DEFAULT_SKU
HEATHERS SNOWMASS,2.0,2025-01-26,DEFAULT_SKU
TSURI SUSHI,2.0,2025-01-26,DEFAULT_SKU
PRESS,2.0,2025-01-26,DEFAULT_SKU
YUJO,2.0,2025-01-26,DEFAULT_SKU
MEZCAL GRILL,2.0,2025-01-26,DEFAULT_SKU
BLUE MAKI,2.0,2025-01-26,DEFAULT_SKU
MAVERICKS MONTAUK LLC,5.0,2025-01-26,DEFAULT_SKU
SUSHI MOCKI,2.0,2025-01-26,DEFAULT_SKU
SEREIA,2.0,2025-01-26,DEFAULT_SKU
THE BLUE FISH,2.0,2025-01-26,DEFAULT_SKU
LAFAYETTE & MARION,2.0,2025-01-26,DEFAULT_SKU
Hajime Restaurant,1.0,2025-01-26,DEFAULT_SKU
Daisy Discount Liquor,3.0,2025-01-26,DEFAULT_SKU
GENGHIS COHEN,1.0,2025-01-26,DEFAULT_SKU
YUJO,2.0,2025-01-26,DEFAULT_SKU
Harry & Sons,1.0,2025-01-26,DEFAULT_SKU
DUEMANI,1.0,2025-01-26,DEFAULT_SKU
Cork and Flame,2.0,2025-01-26,DEFAULT_SKU
YUJO,1.0,2025-01-26,DEFAULT_SKU
MORIMOTO NAPA,2.0,2025-01-26,DEFAULT_SKU
BRASSERIE BRIXTON,1.0,2025-01-26,DEFAULT_SKU
RUSTIC HOUSE,1.0,2025-01-26,DEFAULT_SKU
Sports Cafe,1.0,2025-01-26,DEFAULT_SKU
BOND ST,1.0,2025-01-26,DEFAULT_SKU
LOTUS OF SIAM,1.0,2025-01-26,DEFAULT_SKU
RED DOOR HIBACHI STEAK HOUSE,1.0,2025-01-26,DEFAULT_SKU
WILLIAMS & GRAHAM / OCCIDENTAL,1.0,2025-01-26,DEFAULT_SKU
H & F Bottle Shop,1.0,2025-01-26,DEFAULT_SKU
JAGALCHI (ON),1.0,2025-01-26,DEFAULT_SKU
EBESU ROBATA & SUSHI,1.0,2025-01-26,DEFAULT_SKU
ROOSEVELT,1.0,2025-01-26,DEFAULT_SKU
Out Of The Blue  Inc.,1.0,2025-01-26,DEFAULT_SKU
DEBONAIR SUPPER CLUB,2.0,2025-01-26,DEFAULT_SKU
YAMA IZAKAYA SUSHI B,1.0,2025-01-26,DEFAULT_SKU
Woofs Sports Bar,2.0,2025-01-26,DEFAULT_SKU
Thai Spice,2.0,2025-01-26,DEFAULT_SKU
THE BLUE FISH,2.0,2025-01-26,DEFAULT_SKU
MamiTaco Inc,2.0,2025-01-26,DEFAULT_SKU
PINK STEAK,2.0,2025-01-26,DEFAULT_SKU
ULTREIA,1.0,2025-01-26,DEFAULT_SKU
ONE FISH RAW BAR,1.0,2025-01-26,DEFAULT_SKU
The Tabernacle,1.0,2025-01-26,DEFAULT_SKU
SUEHIRO JAPANESE RESTAURANT,1.0,2025-01-26,DEFAULT_SKU
KENICHI,1.0,2025-01-26,DEFAULT_SKU
Tannery Row Ale House*CLOSED*,1.0,2025-01-26,DEFAULT_SKU
THE BLUE FISH,1.0,2025-01-26,DEFAULT_SKU
GOLDEN GRILL ON THE BAY,1.0,2025-01-26,DEFAULT_SKU
The Atlanta Fish Market,1.0,2025-01-26,DEFAULT_SKU
J. R Crickets,1.0,2025-01-26,DEFAULT_SKU
Rusty Barrel,1.0,2025-01-26,DEFAULT_SKU
PARTAGE,1.0,2025-01-26,DEFAULT_SKU
Thrive,1.0,2025-01-26,DEFAULT_SKU
Cru Food & WIne Bar,1.0,2025-01-26,DEFAULT_SKU
Pour Taproom Midtown,1.0,2025-01-26,DEFAULT_SKU
RISTORANTE SANTUCCI,1.0,2025-01-26,DEFAULT_SKU
ESNAF,1.0,2025-01-26,DEFAULT_SKU
JJANGA STEAK & SUSHI,1.0,2025-01-26,DEFAULT_SKU
DOMODOMO,1.0,2025-01-26,DEFAULT_SKU
NAMO,1.0,2025-01-26,DEFAULT_SKU
MORI JAPANESE GRILL,1.0,2025-01-26,DEFAULT_SKU
Nana Thai Eatery,1.0,2025-01-26,DEFAULT_SKU
Perfecture Japanese Steakhouse,1.0,2025-01-26,DEFAULT_SKU
ZUZU,1.0,2025-01-26,DEFAULT_SKU
TOSCANA MARE,1.0,2025-01-26,DEFAULT_SKU
Ted s Montana Grill,1.0,2025-01-26,DEFAULT_SKU
OZUMO,1.0,2025-01-26,DEFAULT_SKU
Park 82  **CLOSED**,1.0,2025-01-26,DEFAULT_SKU
BOURBON STEAK,1.0,2025-01-26,DEFAULT_SKU
LOCAL YOCAL BBQ & GRILL,1.0,2025-01-26,DEFAULT_SKU
Bella Napoli Savannah,1.0,2025-01-26,DEFAULT_SKU
LIGHTHOUSE,1.0,2025-01-26,DEFAULT_SKU
Park 82,1.0,2025-01-26,DEFAULT_SKU
MISTER FRENCH,1.0,2025-01-26,DEFAULT_SKU
CASA TUA ASPEN,1.0,2025-01-26,DEFAULT_SKU
MILA MIAMI,1.0,2025-01-26,DEFAULT_SKU
LE BILBOQUET,1.0,2025-01-26,DEFAULT_SKU
BONNELL S FINE TEXAS CUISINE,1.0,2025-01-26,DEFAULT_SKU
NORTH,1.0,2025-01-26,DEFAULT_SKU
KOSEN,1.0,2025-01-26,DEFAULT_SKU
Basils Restaurant & Bar,1.0,2025-01-26,DEFAULT_SKU
Oakhurst Market,1.0,2025-01-26,DEFAULT_SKU
CRESCENT BISTRO,1.0,2025-01-26,DEFAULT_SKU
MISOHAPPY LLC,1.0,2025-01-26,DEFAULT_SKU
Fukuro Bar and Sushi,1.0,2025-01-26,DEFAULT_SKU
BAD KITTY LOUNGE,1.0,2025-01-26,DEFAULT_SKU
BASIL & MINT VIETNAMESE CAFE,1.0,2025-01-26,DEFAULT_SKU
THE BINDERY  LTD,1.0,2025-01-26,DEFAULT_SKU
ALL DAY BABY,1.0,2025-01-26,DEFAULT_SKU
KEI,1.0,2025-01-26,DEFAULT_SKU
PALATE,1.0,2025-01-26,DEFAULT_SKU
Umbrella Bar,1.0,2025-01-26,DEFAULT_SKU
NATIVE SON ALEHOUSE,1.0,2025-01-26,DEFAULT_SKU
HEALTHY JUNK PACKING HOUSE,1.0,2025-01-26,DEFAULT_SKU
PUB AT DONNER LAKE THE,1.0,2025-01-26,DEFAULT_SKU
BARCHA,1.0,2025-01-26,DEFAULT_SKU
SUSHIHANA JAPANESE RESTAURANT,1.0,2025-01-26,DEFAULT_SKU
SMITH & MILLS,1.0,2025-01-26,DEFAULT_SKU
AYA SUSHI,1.0,2025-01-26,DEFAULT_SKU
HUSH KELLER INC,1.0,2025-01-26,DEFAULT_SKU
JACKSON S BAR & OVEN,1.0,2025-01-26,DEFAULT_SKU
RED GRILL MEXICAN RESTAURANT,1.0,2025-01-26,DEFAULT_SKU
WILFRED S LOUNGE,1.0,2025-01-26,DEFAULT_SKU
MATHESON  THE,1.0,2025-01-26,DEFAULT_SKU
KAORI MIAMI,1.0,2025-01-26,DEFAULT_SKU
TUTTI MANGIA GRILL,1.0,2025-01-26,DEFAULT_SKU
ABSINTHE BRASSERIE & BAR,1.0,2025-01-26,DEFAULT_SKU
HATCH YAKITORI,1.0,2025-01-26,DEFAULT_SKU
BOB S STEAK AND CHOP HOUSE,1.0,2025-01-26,DEFAULT_SKU
SANDBAR & GRILL,1.0,2025-01-26,DEFAULT_SKU
NATIVO,1.0,2025-01-26,DEFAULT_SKU
EMPRESS M LLC,1.0,2025-01-26,DEFAULT_SKU
LAVA TUBE WAIKIKI INC,1.0,2025-01-26,DEFAULT_SKU
ST JAMES GATE,1.0,2025-01-26,DEFAULT_SKU
BASILICO,1.0,2025-01-26,DEFAULT_SKU
SUSHI CHEF,1.0,2025-01-26,DEFAULT_SKU
MOTHERTONGUE/MINA,1.0,2025-01-26,DEFAULT_SKU
VACATION,1.0,2025-01-26,DEFAULT_SKU
A RESTAURANT,1.0,2025-01-26,DEFAULT_SKU
NAPKINS BAR & GRILL,1.0,2025-01-26,DEFAULT_SKU
SIX TEST KITCHEN,1.0,2025-01-26,DEFAULT_SKU
MARIGOLD CLUB,1.0,2025-01-26,DEFAULT_SKU
CELLA RESTAURANT AND BAR,1.0,2025-01-26,DEFAULT_SKU
SLATE BISTRO & CRAFT BAR,1.0,2025-01-26,DEFAULT_SKU
GLASS BOX,1.0,2025-01-26,DEFAULT_SKU
CAMPHOR,1.0,2025-01-26,DEFAULT_SKU
CARPE DIEM,1.0,2025-01-26,DEFAULT_SKU
CARMEL RESTAURANT,1.0,2025-01-26,DEFAULT_SKU
ANGELE,1.0,2025-01-26,DEFAULT_SKU
KRU CONTEMPORARY JAPANESE,1.0,2025-01-26,DEFAULT_SKU
TEDDY WONGS AND BUSHI BUSHI MARKET,1.0,2025-01-26,DEFAULT_SKU
