id,created_at,std_account_name,raw_vip_name,city,state,class_of_trade,on_off_premise,address,zip_code
b6bd01a8-1bc2-46ec-9a23-4df3b383be0e,2025-05-18 19:50:41.054755+00,THE BLUE FISH,,IRVING,TX,RESTAURANT,ON,320 WEST LAS COLINAS BLVD SUITE 110,75039
b6cb1724-9b5e-4a82-80d4-1993b3d4e0a0,2025-05-18 19:50:41.054755+00,EVERGREEN DISCOUNT LIQUORS,,EVERGREEN,CO,LIQUOR/PACKAGE STORE,OFF,3847 EVERGREEN PARKWAY,80439
b70dc1e1-366c-43f8-8246-cf893a236411,2025-05-18 19:50:41.054755+00,7 WINE 6 INC,,BUFFALO,NY,LIQUOR/PACKAGE STORE,OFF,912 ELMWOOD AVE,14222
b7226212-e309-4145-b441-73ecc9dbe7e1,2025-05-18 19:50:41.054755+00,Lingering Shade Social Club,,Atlanta,GA,RESTAURANT,ON,660 Irwin St NE,30312
b7236a05-5ddc-40fd-b94f-684d854c638b,2025-05-18 19:50:41.054755+00,Port City Spirit,,Port Wentworth,GA,LIQUOR/PACKAGE STORE,OFF,6 Magnolia Blvd,31407
b7549e8d-fe27-487e-86b9-b2a039ac1d8a,2025-05-18 19:50:41.054755+00,LOEWS CORAL GABLES HOTEL,,CORAL GABLES,FL,HOTEL/ MOTEL,ON,2950 COCONUT GROVE DRIVE,33134
b7df242d-d902-4f2f-81e3-6a8c131fe307,2025-05-18 19:50:41.054755+00,GENGHIS COHEN,,LOS ANGELES,CA,RESTAURANT,ON,734-36-38-40-42 N FAIRFAX AVE,90046
b819d90b-b2c3-49c1-80af-2ddaac2d7066,2025-05-18 19:50:41.054755+00,CASA TUA ASPEN,,ASPEN,CO,RESTAURANT,ON,403 S GALENA ST,81611
b8500e79-f07a-4385-bd1e-36053c4e558d,2025-05-18 19:50:41.054755+00,PEARL DRAGON,,PACIFIC PALISADES,CA,RESTAURANT,ON,15229 SUNSET BL,90272
b874f4f9-2a07-4280-aec2-9c05cc20f8ce,2025-05-18 19:50:41.054755+00,TEAM #089 AVILA  DUART,,UNION CITY,CA,OTHER OFF PREMISE,OFF,33321 DOWE AVE,94587
b87c3669-0977-49c9-bed8-69909165ee19,2025-05-18 19:50:41.054755+00,HIGHLANDS ALEHOUSE,,ASPEN,CO,RESTAURANT,ON,0133 PROSPECTOR ROAD STE 4114B,81611
b8891079-6ae4-40b1-8723-c8610a8aec9e,2025-05-18 19:50:41.054755+00,PAPERFISH,,MIAMI BEACH,FL,RESTAURANT,ON,432 ESPANOLA WAY,33139
b89769d3-91dc-4824-a8e9-0b243489d5a2,2025-05-18 19:50:41.054755+00,BAR SNACK,,NEW YORK,NY,BAR/TAVERN,ON,92 2ND AVE,10003
b8bae78f-d34c-44e7-bed8-0f629d5ff6d6,2025-05-18 19:50:41.054755+00,NYCWFF-NARO DINNER THURS.,,NEW YORK,NY,OTHER OFF PREMISE,OFF,610 5TH AVENUE  #04,10020
b8f0ee79-af02-4e30-9a77-4ffbcb46cd2f,2025-05-18 19:50:41.054755+00,SPRING STREET WINE SHOP,,NEW YORK,NY,LIQUOR/PACKAGE STORE,OFF,187 SPRING ST,10012
b901b780-ac4c-4a0e-be03-064ed7bab22b,2025-05-18 19:50:41.054755+00,CORK & BREW MARKET,,AUSTIN,TX,CONVENIENCE/ GAS,OFF,2700 S CONGRESS AVE,78704
b9049e4c-d9c7-4813-b283-2118e7bdbdb1,2025-05-18 19:50:41.054755+00,CHINA GARDEN,,AVON,CO,RESTAURANT,ON,100 WEST BEAVER CREEK BLVD 125,81620
b9388ef4-e3e4-4780-bb9a-adb11deafc51,2025-05-18 19:50:41.054755+00,Peach State Bottle Shop,,Commerce,GA,LIQUOR/PACKAGE STORE,OFF,3260 Maysville Rd,30529
b954d72d-fe78-4f4c-a65a-54401b8521a0,2025-05-18 19:50:41.054755+00,MARIGOLD CLUB,,HOUSTON,TX,RESTAURANT,ON,2531 KUESTER STREET,77006
ba10614b-9d00-4c5f-8f71-c3f02469ce7a,2025-05-18 19:50:41.054755+00,LITTLES LIQUORS INC,,DENVER,CO,LIQUOR/PACKAGE STORE,OFF,2390 S DOWNING STREET,80210
ba362aba-b0da-48ad-96e7-770db0da1881,2025-05-18 19:50:41.054755+00,World Beverage (Cumming),,Cumming,GA,LIQUOR/PACKAGE STORE,OFF,6190 GA Highway 400,30028
ba4c7260-c4bc-4b11-b25e-0eb2bde99f73,2025-05-18 19:50:41.054755+00,MARC CABALLERO,,Austell,GA,NON-RETAIL,OFF,685 Hartman Road,30168
ba6029dd-8a27-4b67-b770-701d4bdd61ab,2025-05-18 19:50:41.054755+00,REMEDY LIQUOR,,GLENDALE,CA,LIQUOR/PACKAGE STORE,OFF,1700 W GLENOAKS BLVD  UNIT B,91203
ba73a89a-d633-438f-8bdf-b1b520b6ee23,2025-05-18 19:50:41.054755+00,MISOHAPPY LLC,,KEY WEST,FL,RESTAURANT,ON,504 SOUTHARD ST,33040
baba268b-db21-4be2-818e-f3e8eb30fe1a,2025-05-18 19:50:41.054755+00,THE DREY HOTEL,,DALLAS,TX,HOTEL/ MOTEL,ON,5630 VILLAGE GLEN DR,75206
bacaea71-5257-4043-a2b2-b4e000a7ef03,2025-05-18 19:50:41.054755+00,Bella Napoli Savannah,,Savannah,GA,RESTAURANT,ON,18 E State St,31401
bad59143-1b43-4aa5-aa49-9940db9d6f38,2025-05-18 19:50:41.054755+00,K & L WINE MERCHANTS,,LOS ANGELES,CA,LIQUOR/PACKAGE STORE,OFF,1400-1408 VINE ST,90028
bbb76d4c-410d-4095-b3cf-c5e5f50b2781,2025-05-18 19:50:41.054755+00,KAPPY S FINE WINE & SPIRITS,,NORWELL,MA,LIQUOR/PACKAGE STORE,OFF,104 WASHINGTON ST,02061
bbc4a754-7aaf-4096-9c4d-4d6eeb0a2119,2025-05-18 19:50:41.054755+00,2246 UNCLASSIFIED ACCOUNT,,Dallas,TX,UNASSIGNED,,4849 Alpha Rd Ste 100,75244
bbde83aa-f1f4-4aa3-b006-35c928ccb503,2025-05-18 19:50:41.054755+00,YUZU JAPANESE RESTAUARANT AND BAR,,ROCKWALL,TX,RESTAURANT,ON,2101 SUMMER LEE DR SUITE 105,75032
bc1d52f8-b542-4878-8789-435dd98b7ded,2025-05-18 19:50:41.054755+00,NATIVO,,LOS ANGELES,CA,RESTAURANT,ON,5137 YORK BLVD,90042
bc21ec8c-6f29-46e6-b5fd-dd7cddfcf0b4,2025-05-18 19:50:41.054755+00,La Grotta Restaurant (Pchtree),,Atlanta,GA,RESTAURANT,ON,2637 Peachtree Rd,30305
bc3d94fe-ba6c-4829-84f1-f473ffb145b8,2025-05-18 19:50:41.054755+00,PINYON TREE LIQUORS,,RANGELY,CO,LIQUOR/PACKAGE STORE,OFF,321 E MAIN ST 3 AND 4,81648
bc6d35c8-91aa-42cf-912c-29a210c51ab9,2025-05-18 19:50:41.054755+00,CAMPUS WEST LIQUOR DEPOT,,FORT COLLINS,CO,LIQUOR/PACKAGE STORE,OFF,1107 CITY PARK AVENUE,80521
bc976312-a727-488f-bf6a-b6d62a4fa2b4,2025-05-18 19:50:41.054755+00,LOUIE S,,SAN FRANCISCO,CA,BAR/TAVERN,ON,55 STEVENSON ST,94105
bcca5dcf-aa85-4dc0-826f-b6e26d2e77d2,2025-05-18 19:50:41.054755+00,LOBSTER CLUB  THE,,NEW YORK,NY,RESTAURANT,ON,375 PARK AVE,10022
bd05b0fe-7479-451a-8e4c-1b32c918296e,2025-05-18 19:50:41.054755+00,Brass Tap,,Dunwoody,GA,RESTAURANT,ON,#32 4505 Ashford Dunwoody Rd,30346
bd1dc828-7e59-4344-8419-53a085cb1729,2025-05-18 19:50:41.054755+00,Z&Z Package Store,,Locust Grove,GA,LIQUOR/PACKAGE STORE,OFF,4898 Bill Gardner Pkwy,30248
bdf3000b-2f24-4a8b-9ee6-b83301a587de,2025-05-18 19:50:41.054755+00,LODGE AT SONOMA,,SONOMA,CA,HOTEL/ MOTEL,ON,1325 BROADWAY,95476
bdf8720e-83c8-4224-86b4-f63f69e714f6,2025-05-18 19:50:41.054755+00,Marietta Melt Yard,,Marietta,GA,RESTAURANT,ON,800 Whitlock Ave NW Ste 124,30064
be5b9124-9504-4479-b85f-d0cdce8b7199,2025-05-18 19:50:41.054755+00,NIMA ALAHMAD,,Austell,GA,NON-RETAIL,OFF,685 Hartman Road,30168
bebb1e29-1191-47e1-a4c3-e275fb890f02,2025-05-18 19:50:41.054755+00,PUB AT DONNER LAKE THE,,TRUCKEE,CA,RESTAURANT,ON,15963 S SHORE DR,96161
bef2da66-52d2-46f6-b00f-588429a388f7,2025-05-18 19:50:41.054755+00,Brush Sushi Buckhead,,Atlanta,GA,RESTAURANT,ON,3035 Peachtree Rd NE Ste G140,30305
bf453fcd-5efe-4ecf-9713-0e4f3774029a,2025-05-18 19:50:41.054755+00,A&M Beverage Company,,Grovetown,GA,LIQUOR/PACKAGE STORE,OFF,437 Lewiston Rd Ste 6,30813
bf530b67-902b-4ff8-a203-9559f9d133df,2025-05-18 19:50:41.054755+00,SAKE ONO/PARK STREET IMP -SAMP,,DALLAS,TX,OTHER ON PREMISE,ON,5286 PO BX 660367,75266
bf93b329-213b-461c-833d-7ebe227aca51,2025-05-18 19:50:41.054755+00,LEE S LIQUOR #21 EL CAPITAN,,LAS VEGAS,NV,LIQUOR/PACKAGE STORE,OFF,7752 N EL CAPITAN WAY,89143
bfa47b67-27db-4f6d-8267-b27286ebd7ed,2025-05-18 19:50:41.054755+00,SPACE BISTRO,,ROCKLAND,MA,BAR/TAVERN,ON,323 UNION ST,02370
bfc3aa99-516a-4d40-a62c-86e65df0e0fc,2025-05-18 19:50:41.054755+00,NIKU X LOS ANGELES,,LOS ANGELES,CA,RESTAURANT,ON,900 WILSHIRE BLVD STE 212,90017
bfd54d56-ef93-49ed-b28d-7461a43abeba,2025-05-18 19:50:41.054755+00,ONTEORA MOUNTAIN HOUSE,,BOICEVILLE,NY,CONCESSIONAIRE,ON,96 PINEY POINT ROAD,12412
c05234fb-4717-4995-8ffd-475086676490,2025-05-18 19:50:41.054755+00,KYU,,MIAMI,FL,RESTAURANT,ON,251 NW 25 STREET,33127
c0563391-f83e-42b1-a5bd-7820ede7bc59,2025-05-18 19:50:41.054755+00,LODGE AT PEBBLE BEACH,,PEBBLE BEACH,CA,HOTEL/ MOTEL,ON,LODGE AT PEBBLE BEACH,93953
c0dead8a-d788-4886-ac30-911376c3e535,2025-05-18 19:50:41.054755+00,PRINCE STREET WINE & LIQUOR,,FLUSHING,NY,LIQUOR/PACKAGE STORE,OFF,37-20 PRINCE STREET STORE #1B,11354
c0e178df-d47a-4e15-a344-ee5f8156eece,2025-05-18 19:50:41.054755+00,Hills Package Store,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,2055 N Druid Hills Rd Ne Ste B,30329
c1487e73-708b-4487-8e5b-c143a3f6a017,2025-05-18 19:50:41.054755+00,SPACE KARAOKE,,NEW YORK,NY,BAR/TAVERN,ON,34 W 32ND ST,10001
c1931e15-cac2-483d-823b-6eb2ce82f03c,2025-05-18 19:50:41.054755+00,Drip and Drop,,Woodstock,GA,LIQUOR/PACKAGE STORE,OFF,11289 Highway 92,30188
c193bd65-eda7-4705-8865-f34640a72c8b,2025-05-18 19:50:41.054755+00,PINEY WINE & SPIRITS,,KITTREDGE,CO,LIQUOR/PACKAGE STORE,OFF,26289 HIGHWAY 74,80457
c1b34917-c0aa-44ce-930b-9fb7ddf386a9,2025-05-18 19:50:41.054755+00,VSZ Liquores LLC,,Richmond Hill,GA,LIQUOR/PACKAGE STORE,OFF,1349 Harris Trail Rd,31322
c1c37809-f42c-48dd-8f46-5d62ab12ca6d,2025-05-18 19:50:41.054755+00,MAISON MURA,,MIAMI,FL,BAR/TAVERN,ON,333 SE 3RD AVENUE,33131
c2503569-8abd-4be1-a68e-fd7c064853d3,2025-05-18 19:50:41.054755+00,EVERYWINE,,HOUSTON,TX,BAR/TAVERN,ON,1111 HEIGHTS BLVD UNIT 2,77008
c2682436-5e8d-4704-b0ae-5ef08ab61405,2025-05-18 19:50:41.054755+00,GOLDEN TIKI,,LAS VEGAS,NV,BAR/TAVERN,ON,3939 SPRING MTN RD,89102
c283164c-ed05-45d3-bb35-263bb5789b1b,2025-05-18 19:50:41.054755+00,NORMANDIE WINES,,NEW YORK,NY,LIQUOR/PACKAGE STORE,OFF,1834 SECOND AVE,10128
c29faea1-7fd0-4ecc-aa76-4d6ee29b8a7c,2025-05-18 19:50:41.054755+00,Reverb Hotel Atlanta,,Atlanta,GA,HOTEL/ MOTEL,ON,89 Centennial Olympic Park Drive NW,30313
c2b7ce53-2796-4df2-92a2-0f3a6c1f3cc3,2025-05-18 19:50:41.054755+00,MARTIN BROTHERS WINE & SPIRITS,,NEW YORK,NY,LIQUOR/PACKAGE STORE,OFF,2781 BROADWAY,10025
c3227698-0c65-4123-8639-aa8eecb1ee52,2025-05-18 19:50:41.054755+00,CRAIG S RESTAURANT,,WEST HOLLYWOOD,CA,RESTAURANT,ON,8826 MELROSE AV,90069
c351b8c2-2c7a-4a38-8696-6b977a058554,2025-05-18 19:50:41.054755+00,Savi - Emory,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,1593 N Decatur Rd NE,30307
c378a6d9-4a1f-4bcb-8ae4-d5cfb321a75f,2025-05-18 19:50:41.054755+00,FLASK HP,,LOS ANGELES,CA,LIQUOR/PACKAGE STORE,OFF,5900 N FIGUEROA ST,90042
c3f71f3b-ff74-4675-ae0c-5eb57bfe7a3f,2025-05-18 19:50:41.054755+00,MARTINIQUE ON BROADWAY,,NEW YORK,NY,HOTEL/ MOTEL,ON,1260 BROADWAY,10001
c434c933-0b00-4e2c-b731-2708f64de627,2025-05-18 19:50:41.054755+00,SENDSIPS,,BENICIA,CA,LIQUOR/PACKAGE STORE,OFF,736 1ST STREET,94510
c462cdae-2a15-4b70-a8fa-97bf457de484,2025-05-18 19:50:41.054755+00,TEAM #003 OPEN,,UNION CITY,CA,OTHER OFF PREMISE,OFF,33321 DOWE AVE,94587
c46b7435-5563-424b-8a5e-5025f97658b9,2025-05-18 19:50:41.054755+00,Buford Hwy Farmers Market,,Doraville,GA,SUPERMARKET,OFF,5600 Buford Hwy NE Ste Z,30340
c5538845-e6d7-4369-a0f1-95b3231f9ff3,2025-05-18 19:50:41.054755+00,Foxhall Additional Facility,,Douglasville,GA,GOLF/ COUNTRY CLUB,ON,8000 Capps Ferry Rd,30135
c57fae86-4777-4a5d-832e-21c683f8fc81,2025-05-18 19:50:41.054755+00,Spring Road Package,,Smyrna,GA,LIQUOR/PACKAGE STORE,OFF,1669 A Spring Road SE,30080
c5c346fe-2af3-4559-a357-6913ec927a17,2025-05-18 19:50:41.054755+00,LEE S LIQUOR #3 LAKE MEAD,,LAS VEGAS,NV,LIQUOR/PACKAGE STORE,OFF,7411 W LAKE MEAD BLVD,89128
c5d5ef74-759a-45bb-98ec-8c38602ab472,2025-05-18 19:50:41.054755+00,GLASS BOX,,SAN DIEGO,CA,RESTAURANT,ON,12841 EL CAMINO REAL #203-211,92130
c62ab825-4575-4b9c-bafc-1f019eaf86b2,2025-05-18 19:50:41.054755+00,20696 UNCLASSIFIED ACCOUNT,,Houston,TX,UNASSIGNED,,9350 E Point Dr,77054
c657305f-bd45-4076-afb3-fa5ba49a365b,2025-05-18 19:50:41.054755+00,Four Seasons Hotel Atl,,Atlanta,GA,HOTEL/ MOTEL,ON,75 14th Street NE,30309
c69d8ac1-3f40-4ea5-a3dd-24b913fe0704,2025-05-18 19:50:41.054755+00,RESORTS WORLD LAS VEGAS,,LAS VEGAS,NV,HOTEL/ MOTEL,ON,3000 S LAS VEGAS BLVD,89109
c6cbfa18-69d0-43a3-9e9a-26e0311e4f06,2025-05-18 19:50:41.054755+00,SGWS-HOUSE SAMPLE M02(SUPP) ON,,MIAMI,FL,OTHER ON PREMISE,ON,1600 NW 163RD ST,33169
c6e0e16b-6b40-4414-9ea7-16539ed10026,2025-05-18 19:50:41.054755+00,SAMPLE REP JACKLYN MCFARLAND,,SYOSSET,NY,OTHER OFF PREMISE,OFF,A/HOUSE PICK UP,11791
c6e1db6c-5a83-4762-83f4-82341b3e8c20,2025-05-18 19:50:41.054755+00,MR B S TAVERN,,WEST PALM BEACH,FL,BAR/TAVERN,ON,5201 GEORGIA AVE,33405
c7344540-69f0-4020-8f30-33fd6a72a582,2025-05-18 19:50:41.054755+00,CARIBOU CLUB LTD,,ASPEN,CO,GOLF/ COUNTRY CLUB,ON,411 E HOPKINS,81611
c7b3d05a-7094-457f-832f-23b09aa99f59,2025-05-18 19:50:41.054755+00,LEE S LIQUOR #7 W FLAMINGO,,LAS VEGAS,NV,LIQUOR/PACKAGE STORE,OFF,9355 W FLAMINGO RD,89147
c84cb07e-6777-4d2a-aa71-0d44544f0ec5,2025-05-18 19:50:41.054755+00,COUNTRY CLUB OF FLA (THE),,VILLAGE OF GOLF,FL,GOLF/ COUNTRY CLUB,ON,22 COUNTRY ROAD,33436
c92ac313-5e5f-437c-883d-baaaf708ada7,2025-05-18 19:50:41.054755+00,Summit Stores,,West Point,GA,LIQUOR/PACKAGE STORE,OFF,1920 GA Hwy 18,31833
c956e3b1-7f22-4460-987b-c90c0c027cbc,2025-05-18 19:50:41.054755+00,VILLAGE MARKET,,CARMEL VALLEY,CA,SUPERMARKET,OFF,12 E CARMEL VALLEY RD,93924
c971319c-14c8-4e6e-afd2-c582339e4331,2025-05-18 19:50:41.054755+00,TOP SHELF WINE & SPIRITS,,LAS VEGAS,NV,LIQUOR/PACKAGE STORE,OFF,6415 S FORT APACHE RD STE 100,89148
c974ba4b-2473-49da-8637-e318ac679d60,2025-05-18 19:50:41.054755+00,LEEVERS LOCAVORE,,DENVER,CO,SUPERMARKET,OFF,2630 W 38TH AVENUE SUITE 101,80211
c97d7459-906f-4ac1-8651-db9de09ee8d6,2025-05-18 19:50:41.054755+00,LITTLE DOMS,,LOS ANGELES,CA,RESTAURANT,ON,2128 HILLHURST AV,90027
c9b0bbd3-e3f8-4647-a965-5a977acf48d8,2025-05-18 19:50:41.054755+00,APOTHEKE,,NEW YORK,NY,BAR/TAVERN,ON,1141 BROADWAY,10001
c9f543b9-7ebc-4203-a353-94f57ad1fa01,2025-05-18 19:50:41.054755+00,NORTH,,PLANO,TX,RESTAURANT,ON,7501 WINDROSE AVENUE SUITE D190,75024
c9f71a57-d489-4174-9cee-293826af1333,2025-05-18 19:50:41.054755+00,LOEW S CORONADO BAY,,CORONADO,CA,HOTEL/ MOTEL,ON,4000 CORONADO BAY RD,92118
c9fb8617-3078-4d47-a339-2ed5d21075de,2025-05-18 19:50:41.054755+00,YAMA IZAKAYA & SUSHI B,,CARROLLTON,TX,RESTAURANT,ON,2625 OLD DENTON ROAD SUITE 920,75007
ca3d4c2c-f191-4a56-9d4a-4f10164292e9,2025-05-18 19:50:41.054755+00,CORKED,,LONG BEACH,CA,LIQUOR/PACKAGE STORE,OFF,4100 ATLANTIC AVE,90807
ca4be02f-0698-4fdc-a702-1cebb767474e,2025-05-18 19:50:41.054755+00,SGWS-HOUSE SMP  O03(NEW PROD),,ORLANDO,FL,OTHER OFF PREMISE,OFF,7101 TPC DRIVE SUITE 150,32822
cad391b6-4528-4cb6-bb32-23d2d4b5d646,2025-05-18 19:50:41.054755+00,AC Hotel By Marriott Buckhead,,Atlanta,GA,HOTEL/ MOTEL,ON,3586 Peachtree Rd NE,30326
cb6b09b9-5891-43cd-a1b6-8decfe302e02,2025-05-18 19:50:41.054755+00,JIM NICHOLS,,Austell,GA,NON-RETAIL,OFF,685 Hartman Road,30168
cb905942-ead9-4160-af12-902e321db712,2025-05-18 19:50:41.054755+00,SAMPLE AGUSTINA HOBBS,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK UP,11791
cbcab4e9-1ea2-48d4-a455-71431279d7a7,2025-05-18 19:50:41.054755+00,SLATE BISTRO & CRAFT BAR,,CAMARILLO,CA,RESTAURANT,ON,4850 SANTA ROSA RD,93012
cbe3accb-69b2-419e-a950-6fc211a459de,2025-05-18 19:50:41.054755+00,MISSION CEVICHE,,NEW YORK,NY,RESTAURANT,ON,5 7 E 17TH ST,10003
cc5b67b2-f5dc-4ce0-b694-8db3a89f4e27,2025-05-18 19:50:41.054755+00,7 DAYS LIQUOR,,GLENDALE,CA,LIQUOR/PACKAGE STORE,OFF,1700 VICTORY BL,91201
ccbc4346-a41c-4eff-85ca-a48dafce36db,2025-05-18 19:50:41.054755+00,ASNES  MATT,,DENVER,CO,OTHER OFF PREMISE,OFF,SW&S,80217
ccca3bad-4d85-497a-9ac9-2f9adb3da5d3,2025-05-18 19:50:41.054755+00,MOXY LES,,NEW YORK,NY,HOTEL/ MOTEL,ON,141 151 BOWERY,10002
cd3afb41-1242-4739-aca5-f24d19516fb3,2025-05-18 19:50:41.054755+00,TNT Package Store,,Holly Springs,GA,LIQUOR/PACKAGE STORE,OFF,5329 Holly Springs Pkwy,30188
cd430dc2-4a23-4c64-83bb-56155a8c7e97,2025-05-18 19:50:41.054755+00,AMBASSADOR WINES & SPIRITS,,NEW YORK,NY,LIQUOR/PACKAGE STORE,OFF,1020 2ND AVENUE,10022
ce437e0a-2cef-4aa7-9db3-9f65f155c0fd,2025-05-18 19:50:41.054755+00,BREMERS WINE & LIQUOR,,NEW HARTFORD,NY,LIQUOR/PACKAGE STORE,OFF,4684 COMMERCIAL DR,13413
ce92e174-1f32-45d3-8197-0e7f432f45b8,2025-05-18 19:50:41.054755+00,PARK ST/CRAFT&ARTS TRANSFER,,MIAMI,FL,OTHER OFF PREMISE,OFF,1000 BRICKELL AVENUE SUITE 915,33131
ceaab066-4c68-4acf-8591-4670eda4a33e,2025-05-18 19:50:41.054755+00,LITTLE MORE,,NEW YORK,NY,BAR/TAVERN,ON,111 READE ST,10013
cf8e330c-332b-40c9-9143-47619969010a,2025-05-18 19:50:41.054755+00,FISHERS LIQUOR BARN,,GRAND JUNCTION,CO,LIQUOR/PACKAGE STORE,OFF,2438 PATTERSON ROAD,81505
cfa33880-1da4-4c89-94c0-99ca95870f5d,2025-05-18 19:50:41.054755+00,SARATOGA WINE EXCHANGE THE,,BALLSTON LAKE,NY,LIQUOR/PACKAGE STORE,OFF,43 D ROUND LAKE RD,12019
cfaf8cd0-6f4f-4209-9817-5fa1d9d84371,2025-05-18 19:50:41.054755+00,ZZ S,,NEW YORK,NY,RESTAURANT,ON,560 W 33RD ST/55 HUDSON YARDS,10001
cfc8502d-6a0f-484a-a50e-1e16a468a6d0,2025-05-18 19:50:41.054755+00,ROBERT S OF WOODSIDE,,WOODSIDE,CA,SUPERMARKET,OFF,3015 WOODSIDE RD,94062
cfff3fe2-53cc-4faf-ba3b-e2c088675f2f,2025-05-18 19:50:41.054755+00,DUNE DECK  THE,,WESTHAMPTON BEACH,NY,HOTEL/ MOTEL,ON,379 DUNE RD,11978
d008133f-f41b-422f-9120-946cd94c8bdd,2025-05-18 19:50:41.054755+00,SOBE-DANIEL BOULUD DINNER,,MIAMI,FL,OTHER ON PREMISE,ON,255 BISCAYNE BLVD WAY,33015
d0110b12-ed87-4f39-9608-c1aeb30a0351,2025-05-18 19:50:41.054755+00,HIGH MOUNTAIN LIQUOR,,GUNNISON,CO,LIQUOR/PACKAGE STORE,OFF,901 N MAIN STREET,81230
d029808c-8286-4c30-95b4-4cdee736599f,2025-05-18 19:50:41.054755+00,Barrel Town,,Sandy Springs,GA,LIQUOR/PACKAGE STORE,OFF,6300 Powers Ferry Rd Ste 500,30339
d06b949e-89a1-489c-9391-8d8db9c0b2cb,2025-05-18 19:50:41.054755+00,KOJIN NOODLE BAR,,KEY WEST,FL,RESTAURANT,ON,422 EATON STREET,33040
d071a227-3bfd-4edf-8075-81afddd4a8ff,2025-05-18 19:50:41.054755+00,KAIYO,,ISLAMORADA,FL,RESTAURANT,ON,81701 OLD HIGHWAY,33036
d08e232d-baa9-403c-bea4-7e9a57a67945,2025-05-18 19:50:41.054755+00,OWA,,VENICE,CA,RESTAURANT,ON,1635-1637 ABBOT KINNEY BLVD,90291
d0b764d9-ce05-4d99-8218-aab1a6b434af,2025-05-18 19:50:41.054755+00,Savannah World of Beverages,,Savannah,GA,LIQUOR/PACKAGE STORE,OFF,1900 Benton Blvd  Ste 101,31407
d0c6b682-8c95-4424-bdc7-5af300b6f15c,2025-05-18 19:50:41.054755+00,Matthew Spengler,,Austell,GA,NON-RETAIL,OFF,685 Hartman Road,30168
d0d046e0-2af6-4f12-a73e-61cdf5dc6053,2025-05-18 19:50:41.054755+00,ST JAMES GATE,,BELMONT,CA,RESTAURANT,ON,1410 OLD COUNTY RD,94002
d0e02881-33e4-4030-98e9-dcd304d5e4a4,2025-05-18 19:50:41.054755+00,COPPER & MALT - ON PREMISE,,EMERYVILLE,CA,BAR/TAVERN,ON,5659 BAY ST,94608
d14331b0-773d-43f4-887b-ca92da0414f8,2025-05-18 19:50:41.054755+00,BELLY UP ASPEN,,ASPEN,CO,BAR/TAVERN,ON,450 S GALENA ST  #2,81611
d152e5e1-de66-493b-9b6b-b479a6fc73f5,2025-05-18 19:50:41.054755+00,Village Spirit Shoppe,,Pooler,GA,LIQUOR/PACKAGE STORE,OFF,100 Moonlight Ln  Ste B,31322
d15cce1a-c10b-49a0-8159-37112ef2e400,2025-05-18 19:50:41.054755+00,SAMPLE GINA BOGGIO,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK-UP,11791
d1694a29-4697-4104-8731-2bfab60d1f28,2025-05-18 19:50:41.054755+00,CRAFT & ART WINES & SPIRITS/PA,,MIAMI,FL,OTHER OFF PREMISE,OFF,1000 BRICKELL AVENUE SUITE 915,33131
d18932c8-46cf-4b50-891c-151a0188b789,2025-05-18 19:50:41.054755+00,Super H Market Duluth,,Duluth,GA,SUPERMARKET,OFF,2550 Pleasant Hill Rd,30096
d1b92965-f8eb-4933-811d-6d893f7b8078,2025-05-18 19:50:41.054755+00,LAWLER S LIQUORS,,NAPA,CA,LIQUOR/PACKAGE STORE,OFF,2232 JEFFERSON ST,94559
d2322370-d234-4d55-b903-5a3a687c5bcc,2025-05-18 19:50:41.054755+00,POTTER LIQUOR,,FRIENDSWOOD,TX,LIQUOR/PACKAGE STORE,OFF,412 N FRIENDSWOOD DRIVE,77546
d23c7282-ccb1-4728-9e98-eb2c61762359,2025-05-18 19:50:41.054755+00,K & L (SPIRITS),,REDWOOD CITY,CA,LIQUOR/PACKAGE STORE,OFF,3005 EL CAMINO REAL,94061
d2a4a017-b9c9-498d-b816-7305dca4d74a,2025-05-18 19:50:41.054755+00,RENEE S LIQUOR & MARKET,,WALNUT,CA,LIQUOR/PACKAGE STORE,OFF,800 NOGALES ST,91789
d2c60d2b-a17e-4590-a66d-0df035383e04,2025-05-18 19:50:41.054755+00,Bootliquors  LLC,,Statesboro,GA,LIQUOR/PACKAGE STORE,OFF,2823 Northside Dr W,30458
d338ae4f-88d0-4965-b43d-d395094534c3,2025-05-18 19:50:41.054755+00,BLAKE ST. LIQUOR,,DENVER,CO,LIQUOR/PACKAGE STORE,OFF,1432 BLAKE STREET,80202
d33eb801-07f4-469f-88cb-00a2c620583a,2025-05-18 19:50:41.054755+00,Pasha Restaurant,,Atlanta,GA,RESTAURANT,ON,631 Miami Circle NE #7,30324
d34c25f5-cd21-4132-b89c-f9a52d2dea08,2025-05-18 19:50:41.054755+00,WASHINGTON SQUARE TAVERN,,BROOKLINE,MA,BAR/TAVERN,ON,714 WASHINGTON ST,02446
d35cf2c8-669e-4ef8-bf86-1089bde12ffa,2025-05-18 19:50:41.054755+00,URBAN ROOTS BREWING,,SACRAMENTO,CA,RESTAURANT,ON,1409 R ST STE #102,95814
