id,created_at,std_account_name,raw_vip_name,city,state,class_of_trade,on_off_premise,address,zip_code
98630ca1-0034-455a-b7bf-a49373a43c9b,2025-05-18 19:50:41.054755+00,(THE) BETSY SOUTH BEACH,,MIAMI BEACH,FL,HOTEL/ MOTEL,ON,1440 OCEAN DRIVE & 1433 COLLIN,33139
9873bfe6-7a1a-45a3-8c2b-88367e5b16fe,2025-05-18 19:50:41.054755+00,KAKAAKO WINE LLC,,HONOLULU,HI,LIQUOR/PACKAGE STORE,OFF,2915 KAIHIKAPU ST SUITE 102,96819
98822f86-fdbc-4924-918f-33bb548cbac0,2025-05-18 19:50:41.054755+00,J & J SPIRIT SHOP,,SAYVILLE,NY,LIQUOR/PACKAGE STORE,OFF,199 RAILROAD AVE,11782
98b215b0-7337-496f-a301-a8261692269d,2025-05-18 19:50:41.054755+00,Woofs Sports Bar,,Atlanta,GA,RESTAURANT,ON,494 Plasters Ave NE Ste 200,30324
99579e82-4341-470e-9608-2e0f3823d24a,2025-05-18 19:50:41.054755+00,Hwy 5 Beverage Center,,Douglasville,GA,LIQUOR/PACKAGE STORE,OFF,9079 Hwy 5,30134
9a2f1acc-bc8c-4a4a-a0ec-ff376211bd7b,2025-05-18 19:50:41.054755+00,BRAZOS RESTAURANT LLC,,AUSTIN,TX,RESTAURANT,ON,200 E 6TH ST STE 110,78701
9b541919-f91d-4e6b-b8c6-1165fc822a0f,2025-05-18 19:50:41.054755+00,K & L (OFF),,REDWOOD CITY,CA,LIQUOR/PACKAGE STORE,OFF,3005 EL CAMINO REAL,94061
9b8d495e-8ca5-4ed2-990d-449192121f18,2025-05-18 19:50:41.054755+00,SEXY FISH,,MIAMI,FL,RESTAURANT,ON,1001 S MIAMI AVE,33130
9b9d26da-9b95-4932-a6cf-1cc1364f7bb8,2025-05-18 19:50:41.054755+00,Five Points Bottle Shop,,Athens,GA,LIQUOR/PACKAGE STORE,OFF,1655 Lumpkin St,30606
9c3190ef-9950-41b2-8099-9e37ac170d41,2025-05-18 19:50:41.054755+00,TOP SHELF W/S MJRA,,LAS VEGAS,NV,LIQUOR/PACKAGE STORE,OFF,6795 W TROPICANA AVE STE 130,89103
9c423413-beeb-4a51-a9dd-5cf356498403,2025-05-18 19:50:41.054755+00,INNESS,,ACCORD,NY,HOTEL/ MOTEL,ON,10 BANK ST,12404
9c800eb8-fbb6-440f-8b5f-25a10c90fa69,2025-05-18 19:50:41.054755+00,WEST VIEW BOTTLE APOSTLE,,WESTMINSTER,CA,LIQUOR/PACKAGE STORE,OFF,14055 GOLDENWEST ST,92683
9d06f75d-dfe5-4acc-9925-13b03c8b8bb1,2025-05-18 19:50:41.054755+00,SAMPLE SYOSSET ARIEL ABRAMOV,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK-UP,11791
9d20c8f5-966c-42e8-b90e-f6dace8ad4da,2025-05-18 19:50:41.054755+00,AVERY FISHER HALL,,NEW YORK,NY,GOLF/ COUNTRY CLUB,ON,100 COLUMBUS AVENUE,10023
9d60f756-4125-48cc-b302-ded79487117e,2025-05-18 19:50:41.054755+00,THE COSMOPOLITAN OF LV WHSE,,LAS VEGAS,NV,GOLF/ COUNTRY CLUB,ON,6025 PROCYON,89118
9d7f8d18-6439-4c67-a33a-ab3ee79679c5,2025-05-18 19:50:41.054755+00,Local Vine Johns Creek,,Johns Creek,GA,LIQUOR/PACKAGE STORE,OFF,5805 State Bridge Rd Ste 200,30097
9dda4800-06b9-41a3-bc93-efdc5c155445,2025-05-18 19:50:41.054755+00,Village Spirits,,Flowery Branch,GA,LIQUOR/PACKAGE STORE,OFF,5462 McEver Rd,30542
9ddce4e2-c0ef-4c82-8bb2-6679f8e96194,2025-05-18 19:50:41.054755+00,SAMPLE ADRIAN CHIOTA,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK-UP,11791
9dde6cab-3a8e-4618-8ea2-b350d0db8943,2025-05-18 19:50:41.054755+00,MIZNER COUNTRY CLUB,,DELRAY BEACH,FL,GOLF/ COUNTRY CLUB,ON,16104 MIZNER CLUB DRIVE,33446
9e68ae94-ec0e-42c4-9690-3d303131776b,2025-05-18 19:50:41.054755+00,LADERA GOLF CLUB,,THERMAL,CA,GOLF/ COUNTRY CLUB,ON,69501 LEMON BLOSSOM LN,92274
9ef367f6-5ade-4fbb-9b17-ef1c98bfdb80,2025-05-18 19:50:41.054755+00,CAPPY S WAREHOUSE W & S INC,,LYNBROOK,NY,LIQUOR/PACKAGE STORE,OFF,670 MERRICK RD,11563
9f24d298-67bc-4363-86bb-e77bdacae3b4,2025-05-18 19:50:41.054755+00,RUN FOR THE ROSES,,DENVER,CO,BAR/TAVERN,ON,1801 BLAKE ST STE 10,80202
9f3411b8-b144-4906-bc2e-9f7415848895,2025-05-18 19:50:41.054755+00,GULF LIQUOR ON ALTON RD,,MIAMI BEACH,FL,LIQUOR/PACKAGE STORE,OFF,1681 ALTON ROAD,33139
9f47d370-1d0f-4a4e-903d-417744581eed,2025-05-18 19:50:41.054755+00,Shell Station,,Atlanta,GA,CONVENIENCE/ GAS,OFF,1521 Peachtree St Ne,30309
9f893740-3e7b-47e3-9b00-d657c39f7cf1,2025-05-18 19:50:41.054755+00,APT 115 A,,AUSTIN,TX,BAR/TAVERN,ON,2025 E 7TH STREET SUITE 115,78702
9faeea06-e903-4573-be4f-2b93354ddd1d,2025-05-18 19:50:41.054755+00,GREAT AMERICAN CRAFT SPIRITS,,RCHO STA MARG,CA,LIQUOR/PACKAGE STORE,OFF,29911 AVENTURA #E,92688
9fe149dd-c5de-4077-a491-07a623cd9517,2025-05-18 19:50:41.054755+00,NEWPORT BEACH COUNTRY CLUB,,NEWPORT BEACH,CA,GOLF/ COUNTRY CLUB,ON,1 CLUBHOUSE DR,92660
a02b7d4c-1a50-4aae-b47e-cafe4b0d9320,2025-05-18 19:50:41.054755+00,JW MARRIOTT ESSEX HOUSE NY,,NEW YORK,NY,HOTEL/ MOTEL,ON,160 CENTRAL PARK SOUTH,10019
a0840fce-bc29-4077-b598-932047c35df8,2025-05-18 19:50:41.054755+00,BARRELS & STILLS WINES SPIRITS,,MELVILLE,NY,LIQUOR/PACKAGE STORE,OFF,685 WALT WHITMAN RD,11747
a0e84bfa-0b3d-4978-a339-ab67eb15b4ca,2025-05-18 19:50:41.054755+00,SEAHOLM WINES & LIQUORS,,HUNTINGTON,NY,LIQUOR/PACKAGE STORE,OFF,132 136 WALL STREET,11743
a138bc85-b986-4bef-8733-9846225e63aa,2025-05-18 19:50:41.054755+00,RESTAURANT SUSHI  SASA,,DENVER,CO,RESTAURANT,ON,2401 15TH STREET STE 80,80202
a16600f7-b50a-499c-9e93-8e1a586b4c67,2025-05-18 19:50:41.054755+00,CHOTTO MATTE,,SAN FRANCISCO,CA,RESTAURANT,ON,100 STOCKTON ST 8TH FLOOR,94108
a1acfb71-621b-478a-9c76-7bde3a44a3d0,2025-05-18 19:50:41.054755+00,Toco Giant Package,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,2941 N Druid Hills Rd NE  Ste A,30329
a1aee5b7-ed1e-4eeb-b008-7e842ebddd38,2025-05-18 19:50:41.054755+00,Parker s Spirits,,Pooler,GA,LIQUOR/PACKAGE STORE,OFF,8 N Godley Station Blvd,31322
a1be5ccf-6e1d-4c94-9596-f2eb9c07a5ed,2025-05-18 19:50:41.054755+00,Liberty World Beverage,,Braselton,GA,LIQUOR/PACKAGE STORE,OFF,3700 Village Way,30517
a1d22be6-ee56-42b5-ab91-ddc1215fce82,2025-05-18 19:50:41.054755+00,Metro Bottle,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,2225 Marietta Blvd,30318
a2049af7-f499-4f8d-afdf-578f43dda7d8,2025-05-18 19:50:41.054755+00,MATHESON  THE,,HEALDSBURG,CA,RESTAURANT,ON,106 MATHESON ST,95448
a212f83e-69c9-493c-bacc-5ea358254d86,2025-05-18 19:50:41.054755+00,Pinky Promise Champagne Bar,,Atlanta,GA,RESTAURANT,ON,1042 Northside Dr NW Ste P125,30318
a2ef640f-a424-4b54-9e67-a50f3782bfab,2025-05-18 19:50:41.054755+00,Dan s Package Store,,Sandy Springs,GA,LIQUOR/PACKAGE STORE,OFF,8529 Roswell Rd,30350
a369b122-fea8-471b-9df0-440ddb831c04,2025-05-18 19:50:41.054755+00,Suwanee Pkg Store,,Suwanee,GA,LIQUOR/PACKAGE STORE,OFF,3063A LAWRENCEVILLE SUWANEE RD,30024
a395c013-9f19-46cc-8504-db0f15e39c24,2025-05-18 19:50:41.054755+00,Sigman Bottle Shop,,Conyers,GA,LIQUOR/PACKAGE STORE,OFF,439 Sigman Rd NW  Ste A,30012
a3d1a459-e5ae-4b3f-b3bd-101d84944b30,2025-05-18 19:50:41.054755+00,KASE SAKE & SUSHI,,LAS VEGAS,NV,RESTAURANT,ON,5697 S JONES BLVD #220,89118
a4067646-8e0f-4117-8746-2aeb7a18140a,2025-05-18 19:50:41.054755+00,SPOON BAR,,HEALDSBURG,CA,BAR/TAVERN,ON,219 HEALDSBURG AVE,95448
a4f23ea2-e78a-48b4-b252-ab48b3504ee9,2025-05-18 19:50:41.054755+00,SOBE-SIP & SWIRL,,MIAMI,FL,OTHER ON PREMISE,ON,1737 N BAYSHORE DRIVE,33132
a5003d5f-cd83-4f72-b361-b2a1ee0a21af,2025-05-18 19:50:41.054755+00,TEAM #089 WISNER,,UNION CITY,CA,OTHER ON PREMISE,ON,93321 DOWE AVE,94587
a51b0ddb-f12d-47da-af46-755ff6e7c159,2025-05-18 19:50:41.054755+00,MARQUESA HOTEL,,KEY WEST,FL,HOTEL/ MOTEL,ON,600 FLEMING STREET,33040
a51b9730-4a97-4024-8a86-6e333a4df7f6,2025-05-18 19:50:41.054755+00,SUMMER PLACE THE,,SAN FRANCISCO,CA,BAR/TAVERN,ON,801 BUSH ST,94108
a52c7ff1-d28e-41ad-8a96-90a4207a69e1,2025-05-18 19:50:41.054755+00,Loganville Package Store,,Loganville,GA,LIQUOR/PACKAGE STORE,OFF,3967 Atlanta Highway,30052
a551dd22-c203-4bd9-baca-9d546625c3e2,2025-05-18 19:50:41.054755+00,Cocktail Bar & Speakeasy,,Atlanta,GA,RESTAURANT,ON,208 Chattahoochee Row NW,30318
a593c7fa-1db3-4dfd-9710-a543faefeaff,2025-05-18 19:50:41.054755+00,TEDDY WONGS AND BUSHI BUSHI MARKET,,FORT WORTH,TX,RESTAURANT,ON,812 W ROSEDALE ST,76104
a6499311-d62b-4e25-9933-592f4b9a6773,2025-05-18 19:50:41.054755+00,The Grove Wine & Spirits,,Covington,GA,LIQUOR/PACKAGE STORE,OFF,1841 Walnut Grove Pkwy,30014
a64d41bb-c770-413f-b20c-6842ced4bc07,2025-05-18 19:50:41.054755+00,SAKEONE,,FOREST GROVE,OR,LIQUOR/PACKAGE STORE,OFF,820 ELM STREET,97116
a6610bac-08dd-46e4-80f6-675d6a87c151,2025-05-18 19:50:41.054755+00,Duncan Corners Bottle Shoppe,,Flowery Branch,GA,LIQUOR/PACKAGE STORE,OFF,7437 Spout Springs Rd,30542
a6611e3b-4bf6-48e2-b275-e82c8218f464,2025-05-18 19:50:41.054755+00,ALICE RESTAURANT,,NEW YORK,NY,RESTAURANT,ON,126 WEST 13TH ST,10011
a693726d-5ec4-4fc2-a6b3-18a7b1616f45,2025-05-18 19:50:41.054755+00,WEST VAIL LIQUOR MART,,VAIL,CO,LIQUOR/PACKAGE STORE,OFF,2151 N FRONTAGE RD,81657
a6dd3c20-10d2-45d0-85f2-c4032f39b95d,2025-05-18 19:50:41.054755+00,IYASARE,,BERKELEY,CA,RESTAURANT,ON,1830 4TH ST,94710
a6e577b7-b7a0-4e28-8be0-193c11c42d21,2025-05-18 19:50:41.054755+00,RAZEE  SEAN,,DENVER,CO,OTHER OFF PREMISE,OFF,SW&S,80217
a74ef43d-e682-4cf9-bae8-8e7e4f3873b8,2025-05-18 19:50:41.054755+00,DOMODOMO,,DALLAS,TX,RESTAURANT,ON,2681 HOWELL ST BU3,75201
a79d4f01-7176-4f93-8d76-dc31996710e6,2025-05-18 19:50:41.054755+00,ASPEN WINE & SPIRITS,,ASPEN,CO,LIQUOR/PACKAGE STORE,OFF,300 PUPPY SMITH ST,81611
a7a227a0-1e68-486e-9d28-78752a6867a0,2025-05-18 19:50:41.054755+00,MAYFAIR LIQUORS,,DENVER,CO,LIQUOR/PACKAGE STORE,OFF,1385 KRAMERIA ST,80220
a7ba531b-2f09-4746-9eb0-5f07ca25c7e6,2025-05-18 19:50:41.054755+00,ACE,,DENVER,CO,RESTAURANT,ON,501 EAST 17TH AVENUE,80203
a84ccdcb-3e11-42ee-822a-7bf543a5c5ee,2025-05-18 19:50:41.054755+00,PURPLE PATCH,,WASHINGTON,DC,RESTAURANT,ON,3155 MOUNT PLEASANT ST NW 101,20019
a881af12-fc5c-4735-a2ed-ee3e87e64127,2025-05-18 19:50:41.054755+00,General Store 30474,,Vidalia,GA,CONVENIENCE/ GAS,OFF,112 Church St,30474
a8d36fcb-0127-4f8b-b70a-0b94a4bc80d9,2025-05-18 19:50:41.054755+00,THE LIQUOR STORE,,COLORADO SPRINGS,CO,LIQUOR/PACKAGE STORE,OFF,7715 DUBLIN BOULEVARD #140,80923
a8dcf940-1e22-47b2-98a3-e761faffcfa4,2025-05-18 19:50:41.054755+00,Sports Cafe,,Jonesboro,GA,RESTAURANT,ON,8501 Tara Blvd,30236
a971ac8e-86ec-456a-b70e-4cd4cef65b7c,2025-05-18 19:50:41.054755+00,ALL DAY BABY,,LOS ANGELES,CA,RESTAURANT,ON,3200 W SUNSET BL,90026
a98c87da-3a2b-4de8-8090-f61da00a60bc,2025-05-18 19:50:41.054755+00,MORTON WILLIAMS WINE & SPIRITS,,NEW YORK,NY,LIQUOR/PACKAGE STORE,OFF,260 PARK AVE S,10010
a99dbc19-8c3a-41c5-8206-20f200fb5d97,2025-05-18 19:50:41.054755+00,H MART,,PLANO,TX,SUPERMARKET,OFF,3320 K AVENUE,75074
a9b8e932-f8fd-4e72-856b-ffd458feca39,2025-05-18 19:50:41.054755+00,RICKY LIQUOR STORE,,ELMHURST,NY,LIQUOR/PACKAGE STORE,OFF,7818 WOODSIDE AVE,11373
a9fb030d-42b5-41f2-a433-5372cb090494,2025-05-18 19:50:41.054755+00,SAMPLE BRENDAN MCCREA,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK-UP,11791
aa17e3ab-2e84-4b2c-b27d-1068558e8e94,2025-05-18 19:50:41.054755+00,MILAMS MARKET #3,,MIAMI,FL,SUPERMARKET,OFF,2969 SW 32 AVE,33133
aa29558f-1a8f-4911-b977-7829a69980e6,2025-05-18 19:50:41.054755+00,STANDARD MIAMI (THE),,MIAMI BEACH,FL,RESTAURANT,ON,40 ISLAND AVENUE,33139
aa3ee9f5-7cd8-49cd-a571-69b8ddefe57c,2025-05-18 19:50:41.054755+00,Prime 120,,Woodstock,GA,RESTAURANT,ON,120 Chambers Street,30188
aa40b794-660a-442b-b91a-d2e84a6dc3a1,2025-05-18 19:50:41.054755+00,The Bottleshop,,Columbus,GA,LIQUOR/PACKAGE STORE,OFF,101 Southern Way,31904
aab88f0b-0a0a-4b90-b2d7-1a1c733ca820,2025-05-18 19:50:41.054755+00,CENTRAL PARK FINE WINE & SPIRI,,DENVER,CO,LIQUOR/PACKAGE STORE,OFF,2955 ULSTER STREET #101/102,80238
aacd1292-3d26-407c-84c2-efa6ffafcc25,2025-05-18 19:50:41.054755+00,MEDFIELD PACKAGE,,MEDFIELD,MA,LIQUOR/PACKAGE STORE,OFF,20 NORTH ST,02052
aad89da8-1f44-47b3-a75d-87a67add38c7,2025-05-18 19:50:41.054755+00,NICKEL CITY,,AUSTIN,TX,BAR/TAVERN,ON,1133 E 11TH STREET,78702
ab08d172-d087-48ec-9a6a-40aa92052a7d,2025-05-18 19:50:41.054755+00,NYCWFF-GRAND TASTING-SATURDAY,,BROOKLYN,NY,OTHER OFF PREMISE,OFF,80 58TH STREET  PIER 4,11220
ab091b38-dbaf-42b3-b7fe-37b6c7c7ba92,2025-05-18 19:50:41.054755+00,KAPPY S FINE WINE & SPIRITS,,E BOSTON,MA,LIQUOR/PACKAGE STORE,OFF,216 BORDER ST,02128
ab6c4bdb-8291-414b-ae45-2ed99fbc9c49,2025-05-18 19:50:41.054755+00,TEAM #262 LAURO,,CERRITOS,CA,OTHER OFF PREMISE,OFF,17101 VALLEY VIEW AV,90703
ab7f1510-36a5-4098-8fa0-904748f930f9,2025-05-18 19:50:41.054755+00,MADAME USHI,,ASPEN,CO,RESTAURANT,ON,415 EAST HYMAN AVENUE,81611
ab7ff7cb-c272-451d-ba33-ee47033dd033,2025-05-18 19:50:41.054755+00,Affordable Spirits Atlanta,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,1151 Chattahoochee Ave,30318
abc001ca-4a04-4943-864e-a3012c9f7cb5,2025-05-18 19:50:41.054755+00,ALAMO CITY WINE MERCHANTS LLC,,SAN ANTONIO,TX,LIQUOR/PACKAGE STORE,OFF,16500 N SAN PEDRO AVE STE 291,78232
abf4344f-8ea9-48c2-94b1-582e5cb54360,2025-05-18 19:50:41.054755+00,BIG JOHN S MARKET,,HEALDSBURG,CA,SUPERMARKET,OFF,1345 HEALDSBURG AVE,95448
ac201e02-078e-45df-ab15-dea452635a5b,2025-05-18 19:50:41.054755+00,Milton Spirits & Wine,,Milton,GA,LIQUOR/PACKAGE STORE,OFF,15840 Brimingham Hwy Ste B,30004
ac5f492e-08da-440b-8ab1-8c725c34c5c6,2025-05-18 19:50:41.054755+00,Capitol City Package Store,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,784 Collier Rd NW,30318
ac8956e1-31ca-4e7b-81ba-da66022119d6,2025-05-18 19:50:41.054755+00,WINDMILL FARMS,,SAN DIEGO,CA,SUPERMARKET,OFF,6386 DEL CERRO BL,92120
acb5ca75-3696-498a-a478-3256687da3db,2025-05-18 19:50:41.054755+00,Cru Battery Atlanta,,Atlanta,GA,RESTAURANT,ON,915 Battery Ave SE,30339
ace19da1-a7bd-4d9d-aef8-ec1d1db889bb,2025-05-18 19:50:41.054755+00,Legacy Beverage Center,,Loganville,GA,LIQUOR/PACKAGE STORE,OFF,330 Athens Hwy,30052
acf31062-81a0-47ac-81e7-44f0817ab463,2025-05-18 19:50:41.054755+00,Nitro 2 Go Beverages,,Covington,GA,LIQUOR/PACKAGE STORE,OFF,9135 Martin Luther King Jr Ave,30014
ad626f69-1fdb-4b07-8434-c0cd8f6e8ecd,2025-05-18 19:50:41.054755+00,Abigail Branch,,Austell,GA,NON-RETAIL,OFF,685 Hartman Rd,30168
ad989db7-2790-45e1-b811-62e53bfeb1e1,2025-05-18 19:50:41.054755+00,ASIAN MINT,,DALLAS,TX,RESTAURANT,ON,11617 N CENTRAL EXPY STE 135,75243
ada82870-4091-4ba2-9eef-58352bc484ff,2025-05-18 19:50:41.054755+00,Golden Package,,Summerville,GA,LIQUOR/PACKAGE STORE,OFF,10707 Commerce St,30747
ada90fa0-d340-41f4-acc3-1e6ceb11f9a0,2025-05-18 19:50:41.054755+00,TOTAL BEVERAGE WESTMINSTER,,WESTMINSTER,CO,LIQUOR/PACKAGE STORE,OFF,9359 SHERIDAN BOULEVARD,80031
ae002dd8-9ced-4eda-bd3a-59394b69dbac,2025-05-18 19:50:41.054755+00,KEI,,NEW YORK,NY,RESTAURANT,ON,191 195 7TH AVE,10011
ae1d0e6d-2c4e-4ba5-a4ff-c04d3daa8004,2025-05-18 19:50:41.054755+00,DIMENSION LIQUOR,,LAKE FOREST,CA,LIQUOR/PACKAGE STORE,OFF,20761 LAKE FOREST #J,92630
ae7d8da8-117f-4b0c-95a5-fdc32219578a,2025-05-18 19:50:41.054755+00,Wine & Spirits at Windsor,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,464 Windsor St SW Ste 105,30312
ae7fc41b-c7bb-4998-80c2-ee9f6b0df18e,2025-05-18 19:50:41.054755+00,TEAM #032 MAGLIOCCO,,CERRITOS,CA,OTHER OFF PREMISE,OFF,17101 VALLEY VIEW AV,90703
af30770f-8552-40db-8d8c-b7a660b412f8,2025-05-18 19:50:41.054755+00,OMA ROOFTOP LLC,,NEW YORK,NY,CONCESSIONAIRE,ON,1 MADISON AVE,10010
af4474dc-7d73-49a8-b882-0fb0e2f8ca22,2025-05-18 19:50:41.054755+00,STANDARD EAST VILLAGE  THE,,NEW YORK,NY,HOTEL/ MOTEL,ON,25 33 COOPER SQUARE,10003
af56b4ca-3309-4b50-acac-2870b9cf1833,2025-05-18 19:50:41.054755+00,SAMPLE REP RYAN ATKINSON,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK UP,11791
af596b3b-7477-47d0-8716-4346234108f6,2025-05-18 19:50:41.054755+00,County Line Pkg Shop,,Metter,GA,LIQUOR/PACKAGE STORE,OFF,RR 1 Box 272,30439
b00d30db-86fa-4007-ae75-901c38fd9123,2025-05-18 19:50:41.054755+00,Kelsey Hall,,Austell,GA,NON-RETAIL,OFF,685 Hartman Rd,30168
b04804ca-5088-4033-bede-770b2abdc4c6,2025-05-18 19:50:41.054755+00,Jax Beverage Superstore Conyers,,Conyers,GA,LIQUOR/PACKAGE STORE,OFF,1897 Hwy 20 SE,30013
b0d82908-e862-431c-b818-844d5aa58081,2025-05-18 19:50:41.054755+00,TOP SUSHI A,,TOMBALL,TX,RESTAURANT,ON,24435 TOMBALL PARKWAY SUITE 70,77375
b161fcbf-7b35-4473-a061-076ac8ca1184,2025-05-18 19:50:41.054755+00,STREETS MARKET & CAFE - 14TH S,,WASHINGTON,DC,SUPERMARKET,OFF,2400 14TH ST NW,20009
b166b326-9c39-4520-811a-adcedd6a3fe0,2025-05-18 19:50:41.054755+00,ZUMA LAS VEGAS,,LAS VEGAS,NV,RESTAURANT,ON,3708 S LAS VEGAS BLVD,89109
b16a9f47-5d1e-468e-99ce-c3cb4530bbce,2025-05-18 19:50:41.054755+00,WAGON WHEEL LIQUORS,,DURANGO,CO,LIQUOR/PACKAGE STORE,OFF,30 TOWN PLAZA,81301
b16bc441-2077-4df9-b333-b442e400f751,2025-05-18 19:50:41.054755+00,TSURI SUSHI,,LOS ANGELES,CA,RESTAURANT,ON,7015 MELROSE AVE,90038
b2284c1b-622d-444f-81ee-ba54a648eb1f,2025-05-18 19:50:41.054755+00,THE RIVER OYSTER BAR,,MIAMI,FL,RESTAURANT,ON,33 SE 7TH STREET,33131
b22d440e-ceef-4626-97e8-7d805e1681f6,2025-05-18 19:50:41.054755+00,Cork and Flame,,Evans,GA,RESTAURANT,ON,4414 Evans to Lock Rd STE 2,30809
b26510e3-1d58-468b-a1a1-f5852b6b4057,2025-05-18 19:50:41.054755+00,TAO DOWNTOWN,,NEW YORK,NY,BAR/TAVERN,ON,369 WEST 16 ST,10011
b2a9b72b-7113-4536-8a68-e4fcb958103d,2025-05-18 19:50:41.054755+00,SATO/CAFE 163,,EDWARDS,CO,RESTAURANT,ON,0105 EDWARDS VILL BLVD D101,81632
b2c22151-5c21-463c-88a0-ce3e4a6c7b87,2025-05-18 19:50:41.054755+00,ZZ S CLUB NEW YORK,,NEW YORK,NY,RESTAURANT,ON,560 W 33RD ST/55 HUDSON YARDS,10001
b2ebbf26-69f5-4e59-9b95-6486370a0201,2025-05-18 19:50:41.054755+00,UCHI MIAMI,,MIAMI,FL,RESTAURANT,ON,252 NW 25TH ST,33127
b34b6339-385a-4f4f-97a9-b0d5212f5063,2025-05-18 19:50:41.054755+00,H & F Bottle Shop,,Atlanta,GA,RESTAURANT,ON,2357 Peachtree Rd NE Ste 3,30305
b35720b2-6114-4fd4-8106-74ddafb70ee8,2025-05-18 19:50:41.054755+00,Serenbe Wine Shop,,Chattahoochee Hills,GA,LIQUOR/PACKAGE STORE,OFF,9135-B Selbourne Lane,30268
b3a31e06-e84c-49a5-9c19-6bb309f37424,2025-05-18 19:50:41.054755+00,JEREMY GOLDEN,,Austell,GA,NON-RETAIL,OFF,685 Hartman Road,30168
b3abd8bb-f3ef-46ee-a52c-42c24fc87643,2025-05-18 19:50:41.054755+00,JING,,ASPEN,CO,RESTAURANT,ON,413 EAST MAIN STREET,81611
b3b057bd-b71f-432d-8ead-15bcb3701aa6,2025-05-18 19:50:41.054755+00,THORNWOOD WINES & SPIRITS,,THORNWOOD,NY,LIQUOR/PACKAGE STORE,OFF,1004 BROADWAY,10594
b3b80af7-6ce6-42a2-9f5f-74a72b96ab6b,2025-05-18 19:50:41.054755+00,LIQUOR LIBRARY,,FORT WORTH,TX,LIQUOR/PACKAGE STORE,OFF,7433 OAKMONT BLVD,76132
b3bdcea8-fcef-4a90-b70b-e497d07ab958,2025-05-18 19:50:41.054755+00,HAPPY S MARKET & SPIRITS,,LOS ANGELES,CA,LIQUOR/PACKAGE STORE,OFF,807 N AVENUE 50 #11,90042
b3c4c7bb-826b-4a64-a560-49f4500b3488,2025-05-18 19:50:41.054755+00,SAMPLE REP DIANE NEWMAN,,SYOSSET,NY,OTHER OFF PREMISE,OFF,W/HOUSE PICK-UP,11791
b42fce5e-9573-4394-85c3-92f1a8dc8c71,2025-05-18 19:50:41.054755+00,MATY S/ITAMAE AO,,MIAMI,FL,RESTAURANT,ON,3255 NE 1ST AVE,33137
b431d28b-bb60-4e58-a66d-875f79770914,2025-05-18 19:50:41.054755+00,YUJO,,FRISCO,TX,RESTAURANT,ON,16100 STATE HWY 121 BLDG B STE 200,75035
b47a663b-9d88-4799-b888-a9e3661d4e3f,2025-05-18 19:50:41.054755+00,Mink s Package Store,,Marietta,GA,LIQUOR/PACKAGE STORE,OFF,2565 Delk Rd SE  C-1,30067
b4b09008-db9d-4f5b-bf6d-82deccff2b7b,2025-05-18 19:50:41.054755+00,MITSUWA MARKETPLACE,,PLANO,TX,SUPERMARKET,OFF,100 LEGACY DRIVE SUITE 110,75023
b4c4deed-f47e-4b9f-b085-36d3a32af918,2025-05-18 19:50:41.054755+00,JING,,ENGLEWOOD,CO,RESTAURANT,ON,5370 GREENWOOD PLAZA BLVD #101,80111
b531b274-338c-44aa-b6f8-20a693547cf2,2025-05-18 19:50:41.054755+00,GIGI S CFE FIORUCCI,,MOUNT SHASTA,CA,RESTAURANT,ON,610 S MOUNT SHASTA BLVD,96067
b5379d59-ec96-416c-9c50-fa074b30ed30,2025-05-18 19:50:41.054755+00,Jax Package Store,,Decatur,GA,LIQUOR/PACKAGE STORE,OFF,2754 E College Ave,30030
b58ab871-7457-4d59-9c17-f01ed0c84170,2025-05-18 19:50:41.054755+00,Green s Northeast,,Atlanta,GA,LIQUOR/PACKAGE STORE,OFF,2614 Buford Hwy NE,30324
b5dc54f2-dfe3-44c5-9c08-a3a8b9e1c276,2025-05-18 19:50:41.054755+00,SUSHIHANA JAPANESE RESTAURANT,,CASTLE HILLS,TX,RESTAURANT,ON,1810 NW MILITARY,78213
b5e4a6ba-3767-4080-a5b1-9b156873669b,2025-05-18 19:50:41.054755+00,DUEMANI,,ASPEN,CO,RESTAURANT,ON,216 SOUTH MONARCH STREET,81611
b6005889-f559-452b-8035-059d0eeeaa5c,2025-05-18 19:50:41.054755+00,NYCWFF-ASIAN BITES-FRIDAY,,NEW YORK,NY,OTHER OFF PREMISE,OFF,117 WEST STREET,10006
b6291b1d-50a0-4bdc-9ee6-981a77ca8095,2025-05-18 19:50:41.054755+00,NORTH GEORGIA LIQUOR INC,,Clarkesville,GA,LIQUOR/PACKAGE STORE,OFF,200 E LOUISE ST,30523
b6830543-7c32-4e6b-a202-28ef8dc326a7,2025-05-18 19:50:41.054755+00,Mai Kitchen,,Atlanta,GA,RESTAURANT,ON,1040 N. Highland Ave. NE,30306
