account_id,order_date,cases,sku
e5692ba9-de24-4b0c-a48a-2d52f8aa1e82,2024-05-01,1.0,DEFAULT_SKU
97b2f873-ca6c-462b-96a6-b7b400f25d10,2024-05-01,10.0,DEFAULT_SKU
97b2f873-ca6c-462b-96a6-b7b400f25d10,2024-05-01,20.0,DEFAULT_SKU
bf530b67-902b-4ff8-a203-9559f9d133df,2024-05-01,3.0,DEFAULT_SKU
e14aef78-b31f-4886-b670-b5526ea2132a,2024-05-01,1.0,DEFAULT_SKU
58a5e5a9-8b5a-47b4-bbf2-2094ae10750b,2024-05-01,9.0,DEFAULT_SKU
94dfe870-c047-48d5-9a5c-a4b333be4478,2024-05-01,1.0,DEFAULT_SKU
25e6d8ff-fe8a-4ace-95d8-7c11c17c6aae,2024-05-01,2.0,DEFAULT_SKU
24fb39fb-1409-4362-acd5-27f0124def6f,2024-05-01,2.0,DEFAULT_SKU
086597df-51c4-4731-a650-7bde26061eba,2024-05-01,1.0,DEFAULT_SKU
765a4431-9cc3-4c2b-96bb-f5c42f9c113a,2024-05-01,1.0,DEFAULT_SKU
7560edc9-25e5-4e75-84cc-dd776dcaef75,2024-05-01,1.0,DEFAULT_SKU
27dd7a39-6a5a-4d10-b674-b9fc75bf8fe0,2024-05-01,1.0,DEFAULT_SKU
5ecf20ca-62cb-4f08-aa23-771ed2f6405c,2024-05-31,160.0,DEFAULT_SKU
ab7f1510-36a5-4098-8fa0-904748f930f9,2024-05-31,1.0,DEFAULT_SKU
c05234fb-4717-4995-8ffd-475086676490,2024-05-31,2.0,DEFAULT_SKU
d9423ccf-db85-4b89-9a06-3b13865824b3,2024-05-31,1.0,DEFAULT_SKU
e2718d4a-9f35-4aaa-a1ab-f15161740faa,2024-05-31,4.0,DEFAULT_SKU
37b8437f-f976-4880-8ed8-48caffe2286f,2024-05-31,7.0,DEFAULT_SKU
459778fe-a85f-4064-b5fc-837442883fef,2024-05-31,1.0,DEFAULT_SKU
773c5961-08c3-49da-b4bf-d82919a1b937,2024-05-31,3.0,DEFAULT_SKU
33096966-53ac-4743-8210-af258fdb3c82,2024-05-31,1.0,DEFAULT_SKU
4f5088e1-1ddc-4535-be77-e64d1a40549e,2024-05-31,2.0,DEFAULT_SKU
6db7522b-b0c1-4fb9-a538-ff6aa253ccab,2024-05-31,1.0,DEFAULT_SKU
7f71f781-eac0-4381-b464-8868779ccd67,2024-05-31,1.0,DEFAULT_SKU
6e9f272e-e214-4873-8c68-843baff500d6,2024-05-31,1.0,DEFAULT_SKU
b42fce5e-9573-4394-85c3-92f1a8dc8c71,2024-05-31,1.0,DEFAULT_SKU
ad989db7-2790-45e1-b811-62e53bfeb1e1,2024-05-31,1.0,DEFAULT_SKU
5ba70123-f615-4482-8885-507e6a34da83,2024-05-31,1.0,DEFAULT_SKU
101b0203-2e36-4013-b8ed-23749b3b17fa,2024-05-31,1.0,DEFAULT_SKU
69ccf494-2460-475f-94c0-390e24a30db8,2024-05-31,1.0,DEFAULT_SKU
5c268c03-35ea-4c9b-8641-0cf271c6f7e9,2024-05-31,1.0,DEFAULT_SKU
512d4072-ebde-4ca6-b5e6-3c9f680bf6f9,2024-05-31,1.0,DEFAULT_SKU
b6bd01a8-1bc2-46ec-9a23-4df3b383be0e,2024-05-31,1.0,DEFAULT_SKU
21053844-d377-4174-aa36-764ba87b1ffb,2024-05-31,1.0,DEFAULT_SKU
8ec85a3e-52af-4d31-a09d-a249cdf467f7,2024-05-31,1.0,DEFAULT_SKU
fb0517b0-db06-4d67-a031-fbbb6a159817,2024-05-31,1.0,DEFAULT_SKU
f24b68af-1c45-4b8f-bcd1-b873ff1d7fb9,2024-05-31,1.0,DEFAULT_SKU
1e4110e2-24dd-4765-a8a2-59be129715c0,2024-05-31,1.0,DEFAULT_SKU
2504b3fb-4377-4582-8a98-1490792b4826,2024-05-31,1.0,DEFAULT_SKU
2cc510e8-0412-42f3-bf2b-19d3e6c4fcd6,2024-05-31,1.0,DEFAULT_SKU
2390bf2f-e484-4b2d-8353-88f8e55b3a06,2024-05-31,1.0,DEFAULT_SKU
f9483d8d-bf1f-4953-9ab4-cf1a6e0ba70c,2024-05-31,1.0,DEFAULT_SKU
5381383d-59d3-456a-a154-a588ea488602,2024-05-31,1.0,DEFAULT_SKU
f56426c6-260d-4c96-a34d-0d9d00bfd20b,2024-05-31,1.0,DEFAULT_SKU
df1d0635-d2df-4af5-b8eb-bb822b5255bb,2024-05-31,1.0,DEFAULT_SKU
a2049af7-f499-4f8d-afdf-578f43dda7d8,2024-05-31,1.0,DEFAULT_SKU
e5778805-1683-47a3-a691-4373470e6ca5,2024-05-31,1.0,DEFAULT_SKU
75286395-af67-4a37-a7be-91b7bbe45877,2024-05-31,1.0,DEFAULT_SKU
3cced815-f492-4da7-b5c3-9f122223bbf9,2024-05-31,1.0,DEFAULT_SKU
15615020-fb6e-4830-957a-8a86e121b77a,2024-05-31,1.0,DEFAULT_SKU
b26510e3-1d58-468b-a1a1-f5852b6b4057,2024-05-31,16.0,DEFAULT_SKU
fd6fee82-325a-47ed-a201-c5bf75481e0b,2024-05-31,1.0,DEFAULT_SKU
e091cc10-f497-4222-8192-81133c8d2928,2024-05-31,1.0,DEFAULT_SKU
40e5e7d8-b5c9-4e63-8d9d-e13ee2e5b101,2024-05-31,1.0,DEFAULT_SKU
0979fb76-3451-413b-b901-34d26e05f888,2024-05-31,1.0,DEFAULT_SKU
6139a3ec-c0ef-41db-92be-514e3fb67936,2024-05-31,1.0,DEFAULT_SKU
92258bd2-0c7c-4ace-ab05-a67875343ea6,2024-05-31,7.0,DEFAULT_SKU
0efb2d3c-9582-4e35-8b4a-3b348440bba4,2024-05-31,2.0,DEFAULT_SKU
3c8e96a6-40f4-40e3-a50d-803bc84d1af4,2024-05-31,10.0,DEFAULT_SKU
d23c7282-ccb1-4728-9e98-eb2c61762359,2024-05-31,5.0,DEFAULT_SKU
86f39b15-9cc1-4829-b806-057290d25456,2024-05-31,5.0,DEFAULT_SKU
6f1fb97c-4638-47eb-a2bf-ca591671754f,2024-05-31,2.0,DEFAULT_SKU
2d1dca6e-856d-48e2-9708-615c492471cd,2024-05-31,8.0,DEFAULT_SKU
78d61e2e-a318-4503-9a0d-311a27b337b4,2024-05-31,2.0,DEFAULT_SKU
1dd69e7c-1063-4b44-8d5d-1acb5d46af27,2024-05-31,2.0,DEFAULT_SKU
ea450edb-21cc-4c6a-801e-b546a2c97487,2024-05-31,2.0,DEFAULT_SKU
6e346801-d527-4ac5-9379-9bc3dcd3dec6,2024-05-31,2.0,DEFAULT_SKU
67590a04-5e6c-42cb-a95b-d1ff3c72d2a4,2024-05-31,2.0,DEFAULT_SKU
c0dead8a-d788-4886-ac30-911376c3e535,2024-05-31,1.0,DEFAULT_SKU
0b4458b4-9896-4d8d-9a1e-c14ec72910d9,2024-05-31,1.0,DEFAULT_SKU
045b378f-fcca-4586-89f2-80532dbc4585,2024-05-31,1.0,DEFAULT_SKU
c378a6d9-4a1f-4bcb-8ae4-d5cfb321a75f,2024-05-31,1.0,DEFAULT_SKU
b3bdcea8-fcef-4a90-b70b-e497d07ab958,2024-05-31,1.0,DEFAULT_SKU
d1b92965-f8eb-4933-811d-6d893f7b8078,2024-05-31,1.0,DEFAULT_SKU
043b2145-3832-4df3-9fdc-e3935ccf77b3,2024-05-31,1.0,DEFAULT_SKU
ca3d4c2c-f191-4a56-9d4a-4f10164292e9,2024-05-31,1.0,DEFAULT_SKU
16518449-d1e2-476a-90f4-ab1b05dae57a,2024-05-31,1.0,DEFAULT_SKU
86047d25-764e-4e5b-b7a1-62174eb6078c,2024-05-31,1.0,DEFAULT_SKU
11044eab-e053-4fa0-b739-e393d64218e1,2024-05-31,2.0,DEFAULT_SKU
cfff3fe2-53cc-4faf-ba3b-e2c088675f2f,2024-05-31,1.0,DEFAULT_SKU
10850f08-b8a0-4953-ab60-b73c8ddb972b,2024-05-31,5.0,DEFAULT_SKU
a5003d5f-cd83-4f72-b361-b2a1ee0a21af,2024-05-31,1.0,DEFAULT_SKU
7eca9b35-0d1f-4284-9c6d-7d948594c888,2024-05-31,1.0,DEFAULT_SKU
904889aa-501a-4a79-8ea1-44f710782433,2024-05-31,1.0,DEFAULT_SKU
ce92e174-1f32-45d3-8197-0e7f432f45b8,2024-05-31,2.0,DEFAULT_SKU
b3c4c7bb-826b-4a64-a560-49f4500b3488,2024-05-31,1.0,DEFAULT_SKU
517b8da8-3aa0-40ab-8e69-58d2d74b3bf6,2024-05-31,1.0,DEFAULT_SKU
8cc663fa-c7de-4681-93a4-801ccc44b948,2024-05-31,4.0,DEFAULT_SKU
086597df-51c4-4731-a650-7bde26061eba,2024-05-31,1.0,DEFAULT_SKU
aa17e3ab-2e84-4b2c-b27d-1068558e8e94,2024-05-31,1.0,DEFAULT_SKU
27dd7a39-6a5a-4d10-b674-b9fc75bf8fe0,2024-05-31,3.0,DEFAULT_SKU
d4013a6a-8389-4d57-8738-88cce67412d3,2024-05-31,1.0,DEFAULT_SKU
d3ad9291-828c-4cee-a2c4-92ae48296533,2024-05-31,1.0,DEFAULT_SKU
5ecf20ca-62cb-4f08-aa23-771ed2f6405c,2024-06-30,264.0,DEFAULT_SKU
ab7f1510-36a5-4098-8fa0-904748f930f9,2024-06-30,11.0,DEFAULT_SKU
c05234fb-4717-4995-8ffd-475086676490,2024-06-30,8.0,DEFAULT_SKU
b166b326-9c39-4520-811a-adcedd6a3fe0,2024-06-30,12.0,DEFAULT_SKU
d9423ccf-db85-4b89-9a06-3b13865824b3,2024-06-30,1.0,DEFAULT_SKU
cbe3accb-69b2-419e-a950-6fc211a459de,2024-06-30,1.0,DEFAULT_SKU
f48cf3c7-4daa-40e0-ac2e-7586d6c018d4,2024-06-30,7.0,DEFAULT_SKU
57a15955-40bc-496d-86eb-8af85e0978cf,2024-06-30,2.0,DEFAULT_SKU
8361468e-4030-477f-a1c0-f9b7510e8ad3,2024-06-30,3.0,DEFAULT_SKU
d071a227-3bfd-4edf-8075-81afddd4a8ff,2024-06-30,3.0,DEFAULT_SKU
2d02aa3d-442c-4fc6-95bc-d3502357decc,2024-06-30,5.0,DEFAULT_SKU
2dcdd91c-78fc-48f3-ab3e-6d9afcf1bc01,2024-06-30,1.0,DEFAULT_SKU
a6611e3b-4bf6-48e2-b275-e82c8218f464,2024-06-30,4.0,DEFAULT_SKU
d6efe096-ae35-4374-8a23-011927817c9c,2024-06-30,2.0,DEFAULT_SKU
1b65870c-6ec0-4b99-a003-ab9303564b5c,2024-06-30,1.0,DEFAULT_SKU
02d2a7d7-35be-4b59-aac2-aba3e1d39c9c,2024-06-30,2.0,DEFAULT_SKU
347bbf23-b69d-49c3-8a1d-022e41affdd0,2024-06-30,1.0,DEFAULT_SKU
08aad558-9198-4bb2-8749-02a5d4ccf429,2024-06-30,3.0,DEFAULT_SKU
df24d500-669d-45ea-8561-06a9b5478d8e,2024-06-30,1.0,DEFAULT_SKU
36574931-1ad4-4c83-8ab1-19c42276503e,2024-06-30,1.0,DEFAULT_SKU
969edaa1-a440-4a76-bccd-84dc947b8338,2024-06-30,1.0,DEFAULT_SKU
df8cc4e6-cf8d-4ec9-89dc-6374427407b7,2024-06-30,1.0,DEFAULT_SKU
2aea7d2e-7069-45c5-a34b-1c58883f189b,2024-06-30,1.0,DEFAULT_SKU
b7226212-e309-4145-b441-73ecc9dbe7e1,2024-06-30,1.0,DEFAULT_SKU
a2049af7-f499-4f8d-afdf-578f43dda7d8,2024-06-30,1.0,DEFAULT_SKU
66569cea-3281-4515-87d1-b73c2009ffc7,2024-06-30,5.0,DEFAULT_SKU
a4067646-8e0f-4117-8746-2aeb7a18140a,2024-06-30,1.0,DEFAULT_SKU
40e5e7d8-b5c9-4e63-8d9d-e13ee2e5b101,2024-06-30,1.0,DEFAULT_SKU
92258bd2-0c7c-4ace-ab05-a67875343ea6,2024-06-30,11.0,DEFAULT_SKU
0efb2d3c-9582-4e35-8b4a-3b348440bba4,2024-06-30,2.0,DEFAULT_SKU
511d169a-f2d2-42ea-b2cd-139b75699b83,2024-06-30,2.0,DEFAULT_SKU
a98c87da-3a2b-4de8-8090-f61da00a60bc,2024-06-30,2.0,DEFAULT_SKU
13201bf5-5408-4885-8e81-423bafc1d90d,2024-06-30,2.0,DEFAULT_SKU
c2b7ce53-2796-4df2-92a2-0f3a6c1f3cc3,2024-06-30,3.0,DEFAULT_SKU
e904d87d-51a5-4064-815c-4960acf2f0d1,2024-06-30,2.0,DEFAULT_SKU
f7474960-fde1-4382-9d3e-067bddc14c2e,2024-06-30,12.0,DEFAULT_SKU
145ac714-e7a3-4337-b6a2-952750a7f1e0,2024-06-30,3.0,DEFAULT_SKU
2d1dca6e-856d-48e2-9708-615c492471cd,2024-06-30,1.0,DEFAULT_SKU
79d3765f-3dde-4459-876e-b3162839931c,2024-06-30,2.0,DEFAULT_SKU
cd430dc2-4a23-4c64-83bb-56155a8c7e97,2024-06-30,2.0,DEFAULT_SKU
88d305cd-823a-4480-b989-d16b3c87968a,2024-06-30,2.0,DEFAULT_SKU
6a142f04-a45c-4c51-a01e-dcd275e8a4ba,2024-06-30,1.0,DEFAULT_SKU
46ea07e4-5ede-4a34-827a-4162d9b44e23,2024-06-30,2.0,DEFAULT_SKU
05de0fca-e3eb-400c-9450-3939225c9609,2024-06-30,2.0,DEFAULT_SKU
5acebd74-cfa2-487a-aa49-28bf71bdafa6,2024-06-30,1.0,DEFAULT_SKU
a79d4f01-7176-4f93-8d76-dc31996710e6,2024-06-30,1.0,DEFAULT_SKU
2cd5e5a9-9b64-48de-a365-1a37c6ecf992,2024-06-30,1.0,DEFAULT_SKU
0e1a48e7-d94d-48ac-876e-43beef488a8a,2024-06-30,1.0,DEFAULT_SKU
1d6cb0b8-c7a9-4462-a18c-b8f1989bbb40,2024-06-30,1.0,DEFAULT_SKU
6ae50de5-f1cf-4d0f-ab15-6459d2f174e0,2024-06-30,1.0,DEFAULT_SKU
ada82870-4091-4ba2-9eef-58352bc484ff,2024-06-30,1.0,DEFAULT_SKU
67041a88-7680-40ab-b4d3-543e32b6c648,2024-06-30,1.0,DEFAULT_SKU
0c077af7-c021-45ea-9873-21eae868cdf8,2024-06-30,1.0,DEFAULT_SKU
02eda71e-ac2c-4eb5-82a8-4787a02c0dc0,2024-06-30,1.0,DEFAULT_SKU
131e69ab-6925-44de-aadb-c1192a85d85e,2024-06-30,1.0,DEFAULT_SKU
ac201e02-078e-45df-ab15-dea452635a5b,2024-06-30,1.0,DEFAULT_SKU
7bb393a9-de07-4f1c-a5f5-ad16581ceaf0,2024-06-30,1.0,DEFAULT_SKU
4dec083f-74af-4bb4-a426-af1602faf1d9,2024-06-30,4.0,DEFAULT_SKU
e9413bbe-6a38-4617-b3b0-c903e6c137e4,2024-06-30,3.0,DEFAULT_SKU
111f4df4-991c-4623-991d-3caded9ab563,2024-06-30,3.0,DEFAULT_SKU
cfff3fe2-53cc-4faf-ba3b-e2c088675f2f,2024-06-30,4.0,DEFAULT_SKU
5818d6cc-974e-44d6-9073-4cf656f6bc3c,2024-06-30,3.0,DEFAULT_SKU
5288c5d4-22dc-473a-a7be-86ac678d8e1c,2024-06-30,4.0,DEFAULT_SKU
9c423413-beeb-4a51-a9dd-5cf356498403,2024-06-30,2.0,DEFAULT_SKU
97b2f873-ca6c-462b-96a6-b7b400f25d10,2024-06-30,9.0,DEFAULT_SKU
c6cbfa18-69d0-43a3-9e9a-26e0311e4f06,2024-06-30,1.0,DEFAULT_SKU
d1694a29-4697-4104-8731-2bfab60d1f28,2024-06-30,9.0,DEFAULT_SKU
3faa3be2-763c-4ba7-9d24-95b3fda05d3d,2024-06-30,4.0,DEFAULT_SKU
e14aef78-b31f-4886-b670-b5526ea2132a,2024-06-30,7.0,DEFAULT_SKU
259f3219-2f95-4cee-bde1-8e06226b108a,2024-06-30,5.0,DEFAULT_SKU
375a9a56-30cc-4514-8340-2be7a486e41b,2024-06-30,8.0,DEFAULT_SKU
ce92e174-1f32-45d3-8197-0e7f432f45b8,2024-06-30,3.0,DEFAULT_SKU
5d92066e-3daf-4732-bc22-6ebee0278ea1,2024-06-30,1.0,DEFAULT_SKU
06f2b278-7323-4df8-8656-5f99b7a71cd9,2024-06-30,1.0,DEFAULT_SKU
e6d8999e-3feb-4e36-a41b-fa36535b7d09,2024-06-30,1.0,DEFAULT_SKU
a6e577b7-b7a0-4e28-8be0-193c11c42d21,2024-06-30,1.0,DEFAULT_SKU
29f1223e-2525-4f03-bc96-d23f62f8e8d5,2024-06-30,1.0,DEFAULT_SKU
610548f7-c703-434a-993e-c89b7779d6ca,2024-06-30,1.0,DEFAULT_SKU
ca4be02f-0698-4fdc-a702-1cebb767474e,2024-06-30,1.0,DEFAULT_SKU
cb905942-ead9-4160-af12-902e321db712,2024-06-30,1.0,DEFAULT_SKU
370c8c88-011c-4265-a128-c490d5b7db93,2024-06-30,1.0,DEFAULT_SKU
9054e09f-baa6-478d-8fad-211d9608b708,2024-06-30,1.0,DEFAULT_SKU
f568090e-b331-4eab-a87c-c7a6ed079cae,2024-06-30,1.0,DEFAULT_SKU
4741320c-72ae-40d5-8195-9a5785d0e00f,2024-06-30,1.0,DEFAULT_SKU
285fd0af-4c30-49d4-9db9-5798929f4a06,2024-06-30,1.0,DEFAULT_SKU
4a7aeb70-7e05-48e7-8b09-a20e0f3b6dc5,2024-06-30,1.0,DEFAULT_SKU
6646ecd0-21ce-4bb1-bc05-455f55d39940,2024-06-30,1.0,DEFAULT_SKU
22ada53c-6bf4-4f43-8aed-4e8dfb62eb9b,2024-06-30,1.0,DEFAULT_SKU
1f332940-7a80-4938-9c80-080fb87145c0,2024-06-30,1.0,DEFAULT_SKU
dd8883ce-ece3-44df-a0f8-6de7dc7963c4,2024-06-30,1.0,DEFAULT_SKU
ab6c4bdb-8291-414b-ae45-2ed99fbc9c49,2024-06-30,1.0,DEFAULT_SKU
5c8e087a-b850-4328-9dea-260b9a32b7b1,2024-06-30,1.0,DEFAULT_SKU
c462cdae-2a15-4b70-a8fa-97bf457de484,2024-06-30,1.0,DEFAULT_SKU
b874f4f9-2a07-4280-aec2-9c05cc20f8ce,2024-06-30,1.0,DEFAULT_SKU
d15cce1a-c10b-49a0-8159-37112ef2e400,2024-06-30,1.0,DEFAULT_SKU
312ac222-c862-42f3-abb1-3d006549c777,2024-06-30,1.0,DEFAULT_SKU
6bd6b6a0-5ca8-484e-aa63-af934852d5a6,2024-06-30,1.0,DEFAULT_SKU
2486360f-85b3-4306-9820-f9bb03157214,2024-06-30,1.0,DEFAULT_SKU
c6e0e16b-6b40-4414-9ea7-16539ed10026,2024-06-30,1.0,DEFAULT_SKU
af56b4ca-3309-4b50-acac-2870b9cf1833,2024-06-30,1.0,DEFAULT_SKU
6ce76d4b-1522-46e0-a438-8e31c32d75c4,2024-06-30,1.0,DEFAULT_SKU
db11b5ca-7017-427c-964b-f92d9263c780,2024-06-30,1.0,DEFAULT_SKU
6115ea5b-482d-44b0-ae71-7107079ab682,2024-06-30,1.0,DEFAULT_SKU
0ef35ae2-d7e2-4959-b153-9f9a1801d01f,2024-06-30,1.0,DEFAULT_SKU
733c4fb3-6ba5-44df-88fd-ccc3bc68e5b2,2024-06-30,1.0,DEFAULT_SKU
47cca880-4536-48bd-98ff-c8200ff47be4,2024-06-30,1.0,DEFAULT_SKU
95826845-4eb4-4c48-a53d-a81c47771240,2024-06-30,1.0,DEFAULT_SKU
ccbc4346-a41c-4eff-85ca-a48dafce36db,2024-06-30,1.0,DEFAULT_SKU
e8bc4a13-cc12-4ff0-8c85-96726407fc70,2024-06-30,1.0,DEFAULT_SKU
6a73ad61-71e9-47ab-9697-f16c43a5dec8,2024-06-30,1.0,DEFAULT_SKU
ae7fc41b-c7bb-4998-80c2-ee9f6b0df18e,2024-06-30,1.0,DEFAULT_SKU
49a96edd-d6e7-4387-97c7-dcb07f0b78db,2024-06-30,1.0,DEFAULT_SKU
4f46d15c-d93c-46fe-a3a4-19abf82a6352,2024-06-30,1.0,DEFAULT_SKU
66974a0c-ecdb-49c5-9cd6-8fa7c9630009,2024-06-30,1.0,DEFAULT_SKU
45a48eab-ecc4-4372-b384-e57a52c7e120,2024-06-30,1.0,DEFAULT_SKU
68af79d6-9891-4d83-aee5-cb7958786a66,2024-06-30,1.0,DEFAULT_SKU
7e7777b9-e64f-4e3e-8367-d5d38fc78a01,2024-06-30,1.0,DEFAULT_SKU
62479e33-b755-4ee7-9f6a-6d03a9790f74,2024-06-30,1.0,DEFAULT_SKU
03045f21-615d-4758-a63f-c4e15573b74e,2024-06-30,1.0,DEFAULT_SKU
06d59fc4-ea7e-43ea-a399-743e76cfe999,2024-06-30,1.0,DEFAULT_SKU
dba94614-1165-4255-a271-b18825a36625,2024-06-30,2.0,DEFAULT_SKU
abf4344f-8ea9-48c2-94b1-582e5cb54360,2024-06-30,1.0,DEFAULT_SKU
5ecf20ca-62cb-4f08-aa23-771ed2f6405c,2024-07-30,181.0,DEFAULT_SKU
c05234fb-4717-4995-8ffd-475086676490,2024-07-30,8.0,DEFAULT_SKU
c05234fb-4717-4995-8ffd-475086676490,2024-07-30,5.0,DEFAULT_SKU
b166b326-9c39-4520-811a-adcedd6a3fe0,2024-07-30,3.0,DEFAULT_SKU
bcca5dcf-aa85-4dc0-826f-b6e26d2e77d2,2024-07-30,3.0,DEFAULT_SKU
e7c9c4eb-c858-47b6-8fb3-261e33e60f05,2024-07-30,2.0,DEFAULT_SKU
4df11be3-db72-4ba9-bc10-690521da0f44,2024-07-30,2.0,DEFAULT_SKU
142b711f-6fca-4287-9a81-21a8da36830a,2024-07-30,2.0,DEFAULT_SKU
57a15955-40bc-496d-86eb-8af85e0978cf,2024-07-30,1.0,DEFAULT_SKU
75375bf9-2a7c-4248-bae0-aea83953ec8a,2024-07-30,6.0,DEFAULT_SKU
19548474-a5f8-4361-9952-81c63d185340,2024-07-30,5.0,DEFAULT_SKU
d33eb801-07f4-469f-88cb-00a2c620583a,2024-07-30,1.0,DEFAULT_SKU
459778fe-a85f-4064-b5fc-837442883fef,2024-07-30,1.0,DEFAULT_SKU
3e7270cc-640f-4ab0-8ea7-e40f2c0a6ec3,2024-07-30,2.0,DEFAULT_SKU
b9049e4c-d9c7-4813-b283-2118e7bdbdb1,2024-07-30,1.0,DEFAULT_SKU
2aeb85d3-4462-464a-910d-0d409fdb1791,2024-07-30,2.0,DEFAULT_SKU
08aad558-9198-4bb2-8749-02a5d4ccf429,2024-07-30,3.0,DEFAULT_SKU
b34b6339-385a-4f4f-97a9-b0d5212f5063,2024-07-30,1.0,DEFAULT_SKU
69204b0b-793d-4196-a0a6-ce7546a27ae8,2024-07-30,1.0,DEFAULT_SKU
a2049af7-f499-4f8d-afdf-578f43dda7d8,2024-07-30,1.0,DEFAULT_SKU
b8500e79-f07a-4385-bd1e-36053c4e558d,2024-07-30,1.0,DEFAULT_SKU
c2682436-5e8d-4704-b0ae-5ef08ab61405,2024-07-30,2.0,DEFAULT_SKU
c1c37809-f42c-48dd-8f46-5d62ab12ca6d,2024-07-30,2.0,DEFAULT_SKU
25f78254-977e-4c12-9912-0f4a64ccd9df,2024-07-30,1.0,DEFAULT_SKU
151985c4-1485-47d0-95ce-fb7a2ee934bc,2024-07-30,3.0,DEFAULT_SKU
40e5e7d8-b5c9-4e63-8d9d-e13ee2e5b101,2024-07-30,1.0,DEFAULT_SKU
d0e02881-33e4-4030-98e9-dcd304d5e4a4,2024-07-30,1.0,DEFAULT_SKU
92258bd2-0c7c-4ace-ab05-a67875343ea6,2024-07-30,32.0,DEFAULT_SKU
0efb2d3c-9582-4e35-8b4a-3b348440bba4,2024-07-30,4.0,DEFAULT_SKU
a98c87da-3a2b-4de8-8090-f61da00a60bc,2024-07-30,2.0,DEFAULT_SKU
86f39b15-9cc1-4829-b806-057290d25456,2024-07-30,5.0,DEFAULT_SKU
6f1fb97c-4638-47eb-a2bf-ca591671754f,2024-07-30,2.0,DEFAULT_SKU
883c1ec6-feb0-4aa3-a831-def7593326b4,2024-07-30,2.0,DEFAULT_SKU
e23732fd-ba81-4451-ba64-a66130dfb1c5,2024-07-30,2.0,DEFAULT_SKU
e9fa5557-2262-4334-b7c9-d05dce09e94a,2024-07-30,1.0,DEFAULT_SKU
81a3fdec-fb89-4b16-ad23-81e158512a42,2024-07-30,1.0,DEFAULT_SKU
6a142f04-a45c-4c51-a01e-dcd275e8a4ba,2024-07-30,1.0,DEFAULT_SKU
